|             Tasks             |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                               |       |none  |     0|f1    |↑  |0.3557|±  |   N/A|
|afrixnli_translate_sna_prompt_4|      1|none  |     0|acc   |↑  |0.4033|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3784|±  |   N/A|
|afrixnli_translate_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2104|±  |   N/A|
|afrixnli_translate_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_sot_prompt_2|      1|none  |     0|acc   |↑  |0.5000|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4836|±  |   N/A|
|afrixnli_translate_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2859|±  |   N/A|
|afrixnli_translate_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3800|±  |0.0198|
|                               |       |none  |     0|f1    |↑  |0.3618|±  |   N/A|
|afrixnli_translate_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1993|±  |   N/A|
|afrixnli_translate_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_swa_prompt_2|      1|none  |     0|acc   |↑  |0.5083|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4966|±  |   N/A|
|afrixnli_translate_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3967|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3750|±  |   N/A|
|afrixnli_translate_swa_prompt_4|      1|none  |     0|acc   |↑  |0.4083|±  |0.0201|
|                               |       |none  |     0|f1    |↑  |0.3887|±  |   N/A|
|afrixnli_translate_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                               |       |none  |     0|f1    |↑  |0.2318|±  |   N/A|
|afrixnli_translate_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4200|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.4102|±  |   N/A|
|afrixnli_translate_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3483|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.3208|±  |   N/A|
|afrixnli_translate_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3867|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.3486|±  |   N/A|
|afrixnli_translate_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2015|±  |   N/A|
|afrixnli_translate_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3950|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3884|±  |   N/A|
|afrixnli_translate_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3267|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2711|±  |   N/A|
|afrixnli_translate_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3383|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2581|±  |   N/A|
|afrixnli_translate_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2121|±  |   N/A|
|afrixnli_translate_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_xho_prompt_2|      1|none  |     0|acc   |↑  |0.4967|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4903|±  |   N/A|
|afrixnli_translate_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2887|±  |   N/A|
|afrixnli_translate_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3533|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.3464|±  |   N/A|
|afrixnli_translate_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2285|±  |   N/A|
|afrixnli_translate_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4533|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.4418|±  |   N/A|
|afrixnli_translate_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3933|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3471|±  |   N/A|
|afrixnli_translate_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3883|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.3813|±  |   N/A|
|afrixnli_translate_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2061|±  |   N/A|
|afrixnli_translate_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_zul_prompt_2|      1|none  |     0|acc   |↑  |0.5000|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4940|±  |   N/A|
|afrixnli_translate_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                               |       |none  |     0|f1    |↑  |0.3081|±  |   N/A|
|afrixnli_translate_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.3002|±  |   N/A|
|afrixnli_translate_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3533|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2272|±  |   N/A|
