Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3567,0.0196
afrixnli_wol_prompt_2,f1,0.2387,
afrixnli_wol_prompt_3,acc,0.3217,0.0191
afrixnli_wol_prompt_3,f1,0.1992,
afrixnli_wol_prompt_4,acc,0.3250,0.0191
afrixnli_wol_prompt_4,f1,0.1933,
afrixnli_wol_prompt_5,acc,0.3450,0.0194
afrixnli_wol_prompt_5,f1,0.2592,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3617,0.0196
afrixnli_xho_prompt_2,f1,0.3631,
afrixnli_xho_prompt_3,acc,0.3200,0.0191
afrixnli_xho_prompt_3,f1,0.2662,
afrixnli_xho_prompt_4,acc,0.3000,0.0187
afrixnli_xho_prompt_4,f1,0.2564,
afrixnli_xho_prompt_5,acc,0.3467,0.0194
afrixnli_xho_prompt_5,f1,0.2710,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.4000,0.0200
afrixnli_yor_prompt_2,f1,0.3597,
afrixnli_yor_prompt_3,acc,0.3617,0.0196
afrixnli_yor_prompt_3,f1,0.3221,
afrixnli_yor_prompt_4,acc,0.3383,0.0193
afrixnli_yor_prompt_4,f1,0.3155,
afrixnli_yor_prompt_5,acc,0.3317,0.0192
afrixnli_yor_prompt_5,f1,0.1660,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3783,0.0198
afrixnli_zul_prompt_2,f1,0.3506,
afrixnli_zul_prompt_3,acc,0.3100,0.0189
afrixnli_zul_prompt_3,f1,0.2591,
afrixnli_zul_prompt_4,acc,0.3217,0.0191
afrixnli_zul_prompt_4,f1,0.2591,
afrixnli_zul_prompt_5,acc,0.3217,0.0191
afrixnli_zul_prompt_5,f1,0.2569,
