,B_COUNTRY_ALPHA,B_COUNTRY,LNGE_ISO,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q196,Q197,Q198,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
10,NGA,566,ha,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,8.0,3.0,3.0,8.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0
11,NGA,566,en,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,10.0,10.0,7.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0
12,NGA,566,en,2.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,10.0,10.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0
13,NGA,566,en,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
14,NGA,566,en,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,6.0,3.0,9.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0
15,NGA,566,en,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,10.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
16,NGA,566,en,1.0,4.0,4.0,3.0,-1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,9.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,-1.0,2.0
17,NGA,566,en,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
18,NGA,566,en,1.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,-1.0,4.0,2.0,2.0,10.0,10.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0
19,NGA,566,en,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,4.0,1.0,2.0,10.0,7.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0
20,NGA,566,en,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,10.0,9.0,9.0,9.0,9.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0
21,NGA,566,en,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
22,NGA,566,en,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,10.0,9.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0
23,NGA,566,en,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0
24,NGA,566,en,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,-1.0,3.0,3.0,4.0,4.0
25,NGA,566,en,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,-1.0,4.0,1.0,3.0,3.0,3.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,-5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
26,NGA,566,en,1.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,-1.0,10.0,10.0,9.0,10.0,10.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0
27,NGA,566,en,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,10.0,10.0,10.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0
28,NGA,566,en,2.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0
29,NGA,566,en,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
30,NGA,566,en,1.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,2.0,6.0,10.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0
31,NGA,566,en,1.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0
32,NGA,566,en,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0
33,NGA,566,en,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,6.0,10.0,10.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0
34,NGA,566,en,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0
35,NGA,566,en,1.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,10.0,1.0,10.0,1.0,2.0,4.0,1.0,1.0,-5.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
36,NGA,566,en,1.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
37,NGA,566,en,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0
38,NGA,566,en,1.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0
39,NGA,566,en,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0
40,NGA,566,en,1.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,10.0,10.0,7.0,10.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
41,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0
42,NGA,566,en,1.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,1.0,8.0,10.0,4.0,4.0,1.0,4.0,4.0,-1.0,-1.0,1.0,-1.0,4.0,3.0,2.0,1.0,3.0,1.0
43,NGA,566,ig,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0
44,NGA,566,en,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,4.0,4.0,-1.0,4.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0
45,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0
46,NGA,566,en,2.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,10.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0
47,NGA,566,en,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,10.0,10.0,5.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0
48,NGA,566,en,1.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,8.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0
49,NGA,566,en,1.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0
50,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,10.0,10.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0
51,NGA,566,en,1.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0
52,NGA,566,en,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,-1.0,3.0,2.0,10.0,10.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
53,NGA,566,en,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,1.0,2.0,4.0,4.0,-1.0,-1.0,3.0,1.0,-1.0,4.0,1.0,-1.0,4.0,1.0
54,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0
55,NGA,566,en,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0
56,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,10.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0
57,NGA,566,en,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,10.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0
58,NGA,566,en,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,10.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0
59,NGA,566,en,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,10.0,10.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0
60,NGA,566,en,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0
61,NGA,566,en,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,10.0,9.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0
62,NGA,566,en,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0
63,NGA,566,en,1.0,2.0,-1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,2.0,3.0,7.0,-1.0,3.0,-1.0,2.0,1.0,3.0,2.0,4.0,2.0,-1.0,-1.0,2.0,-1.0,3.0,3.0,2.0,1.0,3.0,-1.0
64,NGA,566,en,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
