Tasks,Metric,Value,Stderr
afrimgsm_xho_prompt_5,exact_match,0.016,0.0080
afrimgsm_yor_prompt_1,exact_match,0.028,0.0105
afrimgsm_yor_prompt_2,exact_match,0.016,0.0080
afrimgsm_yor_prompt_3,exact_match,0.028,0.0105
afrimgsm_yor_prompt_4,exact_match,0.024,0.0097
afrimgsm_yor_prompt_5,exact_match,0.024,0.0097
afrimgsm_zul_prompt_1,exact_match,0.036,0.0118
afrimgsm_zul_prompt_2,exact_match,0.028,0.0105
afrimgsm_zul_prompt_3,exact_match,0.012,0.0069
afrimgsm_zul_prompt_4,exact_match,0.016,0.0080
afrimgsm_zul_prompt_5,exact_match,0.028,0.0105
