Tasks,Metric,Value,Stderr
afrimmlu_direct_fra_prompt_3,acc,0.4560,0.0223
afrimmlu_direct_fra_prompt_3,f1,0.4613,
afrimmlu_direct_fra_prompt_4,acc,0.4560,0.0223
afrimmlu_direct_fra_prompt_4,f1,0.4595,
afrimmlu_direct_fra_prompt_5,acc,0.4620,0.0223
afrimmlu_direct_fra_prompt_5,f1,0.4662,
afrimmlu_direct_hau_prompt_1,acc,0.2760,0.0200
afrimmlu_direct_hau_prompt_1,f1,0.2767,
afrimmlu_direct_hau_prompt_2,acc,0.2820,0.0201
afrimmlu_direct_hau_prompt_2,f1,0.2850,
afrimmlu_direct_hau_prompt_3,acc,0.2920,0.0204
afrimmlu_direct_hau_prompt_3,f1,0.2946,
afrimmlu_direct_hau_prompt_4,acc,0.2840,0.0202
afrimmlu_direct_hau_prompt_4,f1,0.2841,
afrimmlu_direct_hau_prompt_5,acc,0.2740,0.0200
afrimmlu_direct_hau_prompt_5,f1,0.2766,
afrimmlu_direct_ibo_prompt_1,acc,0.2940,0.0204
afrimmlu_direct_ibo_prompt_1,f1,0.2910,
afrimmlu_direct_ibo_prompt_2,acc,0.2760,0.0200
afrimmlu_direct_ibo_prompt_2,f1,0.2734,
afrimmlu_direct_ibo_prompt_3,acc,0.2860,0.0202
afrimmlu_direct_ibo_prompt_3,f1,0.2819,
afrimmlu_direct_ibo_prompt_4,acc,0.3080,0.0207
afrimmlu_direct_ibo_prompt_4,f1,0.3073,
afrimmlu_direct_ibo_prompt_5,acc,0.2860,0.0202
afrimmlu_direct_ibo_prompt_5,f1,0.2827,
afrimmlu_direct_kin_prompt_1,acc,0.2600,0.0196
afrimmlu_direct_kin_prompt_1,f1,0.2600,
afrimmlu_direct_kin_prompt_2,acc,0.2520,0.0194
afrimmlu_direct_kin_prompt_2,f1,0.2509,
afrimmlu_direct_kin_prompt_3,acc,0.2620,0.0197
afrimmlu_direct_kin_prompt_3,f1,0.2620,
afrimmlu_direct_kin_prompt_4,acc,0.2620,0.0197
afrimmlu_direct_kin_prompt_4,f1,0.2624,
afrimmlu_direct_kin_prompt_5,acc,0.2500,0.0194
afrimmlu_direct_kin_prompt_5,f1,0.2494,
afrimmlu_direct_lin_prompt_1,acc,0.2680,0.0198
afrimmlu_direct_lin_prompt_1,f1,0.2688,
afrimmlu_direct_lin_prompt_2,acc,0.2960,0.0204
afrimmlu_direct_lin_prompt_2,f1,0.3015,
afrimmlu_direct_lin_prompt_3,acc,0.2900,0.0203
afrimmlu_direct_lin_prompt_3,f1,0.2942,
afrimmlu_direct_lin_prompt_4,acc,0.3020,0.0206
afrimmlu_direct_lin_prompt_4,f1,0.3063,
afrimmlu_direct_lin_prompt_5,acc,0.3040,0.0206
afrimmlu_direct_lin_prompt_5,f1,0.3066,
afrimmlu_direct_lug_prompt_1,acc,0.2680,0.0198
afrimmlu_direct_lug_prompt_1,f1,0.2689,
afrimmlu_direct_lug_prompt_2,acc,0.2540,0.0195
afrimmlu_direct_lug_prompt_2,f1,0.2533,
afrimmlu_direct_lug_prompt_3,acc,0.2620,0.0197
afrimmlu_direct_lug_prompt_3,f1,0.2591,
afrimmlu_direct_lug_prompt_4,acc,0.2760,0.0200
afrimmlu_direct_lug_prompt_4,f1,0.2753,
afrimmlu_direct_lug_prompt_5,acc,0.2580,0.0196
afrimmlu_direct_lug_prompt_5,f1,0.2532,
afrimmlu_direct_orm_prompt_1,acc,0.2660,0.0198
afrimmlu_direct_orm_prompt_1,f1,0.2573,
afrimmlu_direct_orm_prompt_2,acc,0.2840,0.0202
afrimmlu_direct_orm_prompt_2,f1,0.2802,
afrimmlu_direct_orm_prompt_3,acc,0.2820,0.0201
afrimmlu_direct_orm_prompt_3,f1,0.2787,
afrimmlu_direct_orm_prompt_4,acc,0.2740,0.0200
afrimmlu_direct_orm_prompt_4,f1,0.2744,
afrimmlu_direct_orm_prompt_5,acc,0.2840,0.0202
afrimmlu_direct_orm_prompt_5,f1,0.2821,
afrimmlu_direct_sna_prompt_1,acc,0.2880,0.0203
afrimmlu_direct_sna_prompt_1,f1,0.2878,
afrimmlu_direct_sna_prompt_2,acc,0.3160,0.0208
afrimmlu_direct_sna_prompt_2,f1,0.3148,
afrimmlu_direct_sna_prompt_3,acc,0.3040,0.0206
afrimmlu_direct_sna_prompt_3,f1,0.3036,
afrimmlu_direct_sna_prompt_4,acc,0.3160,0.0208
afrimmlu_direct_sna_prompt_4,f1,0.3162,
afrimmlu_direct_sna_prompt_5,acc,0.3060,0.0206
afrimmlu_direct_sna_prompt_5,f1,0.3057,
afrimmlu_direct_sot_prompt_1,acc,0.2740,0.0200
afrimmlu_direct_sot_prompt_1,f1,0.2757,
afrimmlu_direct_sot_prompt_2,acc,0.2720,0.0199
afrimmlu_direct_sot_prompt_2,f1,0.2739,
afrimmlu_direct_sot_prompt_3,acc,0.2580,0.0196
afrimmlu_direct_sot_prompt_3,f1,0.2600,
afrimmlu_direct_sot_prompt_4,acc,0.2920,0.0204
afrimmlu_direct_sot_prompt_4,f1,0.2926,
afrimmlu_direct_sot_prompt_5,acc,0.2820,0.0201
afrimmlu_direct_sot_prompt_5,f1,0.2837,
afrimmlu_direct_swa_prompt_1,acc,0.2960,0.0204
afrimmlu_direct_swa_prompt_1,f1,0.2895,
afrimmlu_direct_swa_prompt_2,acc,0.3060,0.0206
afrimmlu_direct_swa_prompt_2,f1,0.3033,
afrimmlu_direct_swa_prompt_3,acc,0.2880,0.0203
afrimmlu_direct_swa_prompt_3,f1,0.2845,
afrimmlu_direct_swa_prompt_4,acc,0.3120,0.0207
afrimmlu_direct_swa_prompt_4,f1,0.3136,
afrimmlu_direct_swa_prompt_5,acc,0.2680,0.0198
afrimmlu_direct_swa_prompt_5,f1,0.2633,
afrimmlu_direct_twi_prompt_1,acc,0.2800,0.0201
afrimmlu_direct_twi_prompt_1,f1,0.2794,
afrimmlu_direct_twi_prompt_2,acc,0.2680,0.0198
afrimmlu_direct_twi_prompt_2,f1,0.2651,
afrimmlu_direct_twi_prompt_3,acc,0.2700,0.0199
afrimmlu_direct_twi_prompt_3,f1,0.2682,
afrimmlu_direct_twi_prompt_4,acc,0.2820,0.0201
afrimmlu_direct_twi_prompt_4,f1,0.2823,
afrimmlu_direct_twi_prompt_5,acc,0.2680,0.0198
afrimmlu_direct_twi_prompt_5,f1,0.2682,
afrimmlu_direct_wol_prompt_1,acc,0.2680,0.0198
afrimmlu_direct_wol_prompt_1,f1,0.2666,
afrimmlu_direct_wol_prompt_2,acc,0.3020,0.0206
afrimmlu_direct_wol_prompt_2,f1,0.3010,
afrimmlu_direct_wol_prompt_3,acc,0.2940,0.0204
afrimmlu_direct_wol_prompt_3,f1,0.2934,
afrimmlu_direct_wol_prompt_4,acc,0.3020,0.0206
afrimmlu_direct_wol_prompt_4,f1,0.3017,
afrimmlu_direct_wol_prompt_5,acc,0.2980,0.0205
afrimmlu_direct_wol_prompt_5,f1,0.2993,
afrimmlu_direct_xho_prompt_1,acc,0.2560,0.0195
afrimmlu_direct_xho_prompt_1,f1,0.2545,
afrimmlu_direct_xho_prompt_2,acc,0.2540,0.0195
afrimmlu_direct_xho_prompt_2,f1,0.2542,
afrimmlu_direct_xho_prompt_3,acc,0.2520,0.0194
afrimmlu_direct_xho_prompt_3,f1,0.2508,
afrimmlu_direct_xho_prompt_4,acc,0.2660,0.0198
afrimmlu_direct_xho_prompt_4,f1,0.2651,
afrimmlu_direct_xho_prompt_5,acc,0.2500,0.0194
afrimmlu_direct_xho_prompt_5,f1,0.2494,
afrimmlu_direct_yor_prompt_1,acc,0.3160,0.0208
afrimmlu_direct_yor_prompt_1,f1,0.3161,
afrimmlu_direct_yor_prompt_2,acc,0.2940,0.0204
afrimmlu_direct_yor_prompt_2,f1,0.2953,
afrimmlu_direct_yor_prompt_3,acc,0.3160,0.0208
afrimmlu_direct_yor_prompt_3,f1,0.3164,
afrimmlu_direct_yor_prompt_4,acc,0.3160,0.0208
afrimmlu_direct_yor_prompt_4,f1,0.3182,
afrimmlu_direct_yor_prompt_5,acc,0.3100,0.0207
afrimmlu_direct_yor_prompt_5,f1,0.3081,
afrimmlu_direct_zul_prompt_1,acc,0.2860,0.0202
afrimmlu_direct_zul_prompt_1,f1,0.2921,
afrimmlu_direct_zul_prompt_2,acc,0.2860,0.0202
afrimmlu_direct_zul_prompt_2,f1,0.2907,
afrimmlu_direct_zul_prompt_3,acc,0.2780,0.0201
afrimmlu_direct_zul_prompt_3,f1,0.2823,
afrimmlu_direct_zul_prompt_4,acc,0.2860,0.0202
afrimmlu_direct_zul_prompt_4,f1,0.2904,
afrimmlu_direct_zul_prompt_5,acc,0.2820,0.0201
afrimmlu_direct_zul_prompt_5,f1,0.2866,
