Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3450,0.0194
afrixnli_wol_prompt_2,f1,0.2746,
afrixnli_wol_prompt_3,acc,0.3167,0.0190
afrixnli_wol_prompt_3,f1,0.3046,
afrixnli_wol_prompt_4,acc,0.3183,0.0190
afrixnli_wol_prompt_4,f1,0.3054,
afrixnli_wol_prompt_5,acc,0.3317,0.0192
afrixnli_wol_prompt_5,f1,0.1871,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3583,0.0196
afrixnli_xho_prompt_2,f1,0.2317,
afrixnli_xho_prompt_3,acc,0.3200,0.0191
afrixnli_xho_prompt_3,f1,0.2215,
afrixnli_xho_prompt_4,acc,0.3183,0.0190
afrixnli_xho_prompt_4,f1,0.2606,
afrixnli_xho_prompt_5,acc,0.3550,0.0196
afrixnli_xho_prompt_5,f1,0.2656,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.3800,0.0198
afrixnli_yor_prompt_2,f1,0.2744,
afrixnli_yor_prompt_3,acc,0.3550,0.0196
afrixnli_yor_prompt_3,f1,0.3235,
afrixnli_yor_prompt_4,acc,0.3400,0.0194
afrixnli_yor_prompt_4,f1,0.3072,
afrixnli_yor_prompt_5,acc,0.3333,0.0193
afrixnli_yor_prompt_5,f1,0.1667,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3583,0.0196
afrixnli_zul_prompt_2,f1,0.2601,
afrixnli_zul_prompt_3,acc,0.3200,0.0191
afrixnli_zul_prompt_3,f1,0.2590,
afrixnli_zul_prompt_4,acc,0.3300,0.0192
afrixnli_zul_prompt_4,f1,0.2663,
afrixnli_zul_prompt_5,acc,0.3467,0.0194
afrixnli_zul_prompt_5,f1,0.2861,
