|             Tasks             |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                               |       |none  |     0|f1    |↑  |0.1805|±  |   N/A|
|afrixnli_translate_sna_prompt_4|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1916|±  |   N/A|
|afrixnli_translate_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1974|±  |   N/A|
|afrixnli_translate_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_sot_prompt_2|      1|none  |     0|acc   |↑  |0.4767|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.3838|±  |   N/A|
|afrixnli_translate_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1743|±  |   N/A|
|afrixnli_translate_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1737|±  |   N/A|
|afrixnli_translate_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3267|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1950|±  |   N/A|
|afrixnli_translate_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_swa_prompt_2|      1|none  |     0|acc   |↑  |0.4833|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.3909|±  |   N/A|
|afrixnli_translate_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1883|±  |   N/A|
|afrixnli_translate_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1801|±  |   N/A|
|afrixnli_translate_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3217|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.1949|±  |   N/A|
|afrixnli_translate_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4267|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.3339|±  |   N/A|
|afrixnli_translate_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3217|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.2308|±  |   N/A|
|afrixnli_translate_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2305|±  |   N/A|
|afrixnli_translate_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2359|±  |   N/A|
|afrixnli_translate_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3850|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.2983|±  |   N/A|
|afrixnli_translate_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3133|±  |0.0190|
|                               |       |none  |     0|f1    |↑  |0.2596|±  |   N/A|
|afrixnli_translate_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3033|±  |0.0188|
|                               |       |none  |     0|f1    |↑  |0.2420|±  |   N/A|
|afrixnli_translate_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                               |       |none  |     0|f1    |↑  |0.2871|±  |   N/A|
|afrixnli_translate_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_xho_prompt_2|      1|none  |     0|acc   |↑  |0.4733|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.3807|±  |   N/A|
|afrixnli_translate_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2346|±  |   N/A|
|afrixnli_translate_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3533|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2311|±  |   N/A|
|afrixnli_translate_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2278|±  |   N/A|
|afrixnli_translate_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4433|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.3571|±  |   N/A|
|afrixnli_translate_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1695|±  |   N/A|
|afrixnli_translate_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1660|±  |   N/A|
|afrixnli_translate_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3250|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.1880|±  |   N/A|
|afrixnli_translate_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_zul_prompt_2|      1|none  |     0|acc   |↑  |0.4733|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.3808|±  |   N/A|
|afrixnli_translate_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2447|±  |   N/A|
|afrixnli_translate_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2350|±  |   N/A|
|afrixnli_translate_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2358|±  |   N/A|
