|        Tasks         |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                      |       |none  |     0|f1    |↑  |0.0519|±  |   N/A|
|afrisenti_por_prompt_2|      1|none  |     0|acc   |↑  |0.1742|±  |0.0063|
|                      |       |none  |     0|f1    |↑  |0.0558|±  |   N/A|
|afrisenti_por_prompt_3|      1|none  |     0|acc   |↑  |0.3487|±  |0.0079|
|                      |       |none  |     0|f1    |↑  |0.2377|±  |   N/A|
|afrisenti_por_prompt_4|      1|none  |     0|acc   |↑  |0.4126|±  |0.0081|
|                      |       |none  |     0|f1    |↑  |0.3584|±  |   N/A|
|afrisenti_por_prompt_5|      1|none  |     0|acc   |↑  |0.4386|±  |0.0082|
|                      |       |none  |     0|f1    |↑  |0.3905|±  |   N/A|
|afrisenti_swa_prompt_1|      1|none  |     0|acc   |↑  |0.2995|±  |0.0168|
|                      |       |none  |     0|f1    |↑  |0.1428|±  |   N/A|
|afrisenti_swa_prompt_2|      1|none  |     0|acc   |↑  |0.3088|±  |0.0169|
|                      |       |none  |     0|f1    |↑  |0.1643|±  |   N/A|
|afrisenti_swa_prompt_3|      1|none  |     0|acc   |↑  |0.4011|±  |0.0179|
|                      |       |none  |     0|f1    |↑  |0.3834|±  |   N/A|
|afrisenti_swa_prompt_4|      1|none  |     0|acc   |↑  |0.5401|±  |0.0182|
|                      |       |none  |     0|f1    |↑  |0.5498|±  |   N/A|
|afrisenti_swa_prompt_5|      1|none  |     0|acc   |↑  |0.5374|±  |0.0182|
|                      |       |none  |     0|f1    |↑  |0.5419|±  |   N/A|
|afrisenti_tir_prompt_1|      1|none  |     0|acc   |↑  |0.3215|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.1564|±  |   N/A|
|afrisenti_tir_prompt_2|      1|none  |     0|acc   |↑  |0.3260|±  |0.0105|
|                      |       |none  |     0|f1    |↑  |0.1723|±  |   N/A|
|afrisenti_tir_prompt_3|      1|none  |     0|acc   |↑  |0.6465|±  |0.0107|
|                      |       |none  |     0|f1    |↑  |0.5813|±  |   N/A|
|afrisenti_tir_prompt_4|      1|none  |     0|acc   |↑  |0.6395|±  |0.0107|
|                      |       |none  |     0|f1    |↑  |0.6012|±  |   N/A|
|afrisenti_tir_prompt_5|      1|none  |     0|acc   |↑  |0.6620|±  |0.0106|
|                      |       |none  |     0|f1    |↑  |0.6352|±  |   N/A|
|afrisenti_tso_prompt_1|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_2|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_3|      1|none  |     0|acc   |↑  |0.5630|±  |0.0312|
|                      |       |none  |     0|f1    |↑  |0.5566|±  |   N/A|
|afrisenti_tso_prompt_4|      1|none  |     0|acc   |↑  |0.3780|±  |0.0305|
|                      |       |none  |     0|f1    |↑  |0.3829|±  |   N/A|
|afrisenti_tso_prompt_5|      1|none  |     0|acc   |↑  |0.4882|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.5008|±  |   N/A|
|afrisenti_twi_prompt_1|      1|none  |     0|acc   |↑  |0.4731|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3046|±  |   N/A|
|afrisenti_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4710|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3141|±  |   N/A|
|afrisenti_twi_prompt_3|      1|none  |     0|acc   |↑  |0.5479|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.5074|±  |   N/A|
|afrisenti_twi_prompt_4|      1|none  |     0|acc   |↑  |0.4194|±  |0.0160|
|                      |       |none  |     0|f1    |↑  |0.4308|±  |   N/A|
|afrisenti_twi_prompt_5|      1|none  |     0|acc   |↑  |0.5311|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.5290|±  |   N/A|
|afrisenti_yor_prompt_1|      1|none  |     0|acc   |↑  |0.4257|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.2557|±  |   N/A|
|afrisenti_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4481|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.3063|±  |   N/A|
|afrisenti_yor_prompt_3|      1|none  |     0|acc   |↑  |0.5298|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.5249|±  |   N/A|
|afrisenti_yor_prompt_4|      1|none  |     0|acc   |↑  |0.5340|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.5206|±  |   N/A|
|afrisenti_yor_prompt_5|      1|none  |     0|acc   |↑  |0.6193|±  |0.0072|
|                      |       |none  |     0|f1    |↑  |0.6279|±  |   N/A|
