|        Tasks        |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|afrixnli_lin_prompt_4|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.3031|±  |   N/A|
|afrixnli_lin_prompt_5|      1|none  |     0|acc   |↑  |0.3183|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2008|±  |   N/A|
|afrixnli_lug_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_lug_prompt_2|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.2248|±  |   N/A|
|afrixnli_lug_prompt_3|      1|none  |     0|acc   |↑  |0.3150|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2661|±  |   N/A|
|afrixnli_lug_prompt_4|      1|none  |     0|acc   |↑  |0.3150|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2672|±  |   N/A|
|afrixnli_lug_prompt_5|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1793|±  |   N/A|
|afrixnli_orm_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_orm_prompt_2|      1|none  |     0|acc   |↑  |0.3483|±  |0.0195|
|                     |       |none  |     0|f1    |↑  |0.2461|±  |   N/A|
|afrixnli_orm_prompt_3|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.3152|±  |   N/A|
|afrixnli_orm_prompt_4|      1|none  |     0|acc   |↑  |0.3283|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.3124|±  |   N/A|
|afrixnli_orm_prompt_5|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_sna_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_sna_prompt_2|      1|none  |     0|acc   |↑  |0.3633|±  |0.0197|
|                     |       |none  |     0|f1    |↑  |0.2593|±  |   N/A|
|afrixnli_sna_prompt_3|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.3002|±  |   N/A|
|afrixnli_sna_prompt_4|      1|none  |     0|acc   |↑  |0.3250|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2233|±  |   N/A|
|afrixnli_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.1996|±  |   N/A|
|afrixnli_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_sot_prompt_2|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2051|±  |   N/A|
|afrixnli_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2325|±  |   N/A|
|afrixnli_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3150|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2538|±  |   N/A|
|afrixnli_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1706|±  |   N/A|
|afrixnli_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_swa_prompt_2|      1|none  |     0|acc   |↑  |0.3700|±  |0.0197|
|                     |       |none  |     0|f1    |↑  |0.2890|±  |   N/A|
|afrixnli_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3717|±  |0.0197|
|                     |       |none  |     0|f1    |↑  |0.3514|±  |   N/A|
|afrixnli_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.3125|±  |   N/A|
|afrixnli_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3417|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.1929|±  |   N/A|
|afrixnli_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_twi_prompt_2|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2406|±  |   N/A|
|afrixnli_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3267|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2592|±  |   N/A|
|afrixnli_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3133|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2272|±  |   N/A|
|afrixnli_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1702|±  |   N/A|
|afrixnli_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2746|±  |   N/A|
|afrixnli_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3167|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.3046|±  |   N/A|
|afrixnli_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3183|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.3054|±  |   N/A|
|afrixnli_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.1871|±  |   N/A|
|afrixnli_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_xho_prompt_2|      1|none  |     0|acc   |↑  |0.3583|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.2317|±  |   N/A|
|afrixnli_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2215|±  |   N/A|
|afrixnli_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3183|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2606|±  |   N/A|
|afrixnli_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.2656|±  |   N/A|
|afrixnli_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_yor_prompt_2|      1|none  |     0|acc   |↑  |0.3800|±  |0.0198|
|                     |       |none  |     0|f1    |↑  |0.2744|±  |   N/A|
|afrixnli_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.3235|±  |   N/A|
|afrixnli_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.3072|±  |   N/A|
|afrixnli_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_zul_prompt_2|      1|none  |     0|acc   |↑  |0.3583|±  |0.0196|
|                     |       |none  |     0|f1    |↑  |0.2601|±  |   N/A|
|afrixnli_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2590|±  |   N/A|
|afrixnli_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2663|±  |   N/A|
|afrixnli_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2861|±  |   N/A|
