|       Tasks       |Version|     Filter      |n-shot|  Metric   |   |Value |   |Stderr|
|afriqa_ibo_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.2885|±  |0.0224|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3748|±  |   N/A|
|afriqa_ibo_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.2518|±  |0.0215|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3353|±  |   N/A|
|afriqa_kin_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.1101|±  |0.0169|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2173|±  |   N/A|
|afriqa_kin_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.1565|±  |0.0196|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2699|±  |   N/A|
|afriqa_kin_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0319|±  |0.0095|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1105|±  |   N/A|
|afriqa_kin_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.1246|±  |0.0178|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2319|±  |   N/A|
|afriqa_kin_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.1043|±  |0.0165|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1912|±  |   N/A|
|afriqa_swa_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.2576|±  |0.0255|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3871|±  |   N/A|
|afriqa_swa_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.4678|±  |0.0291|
|                   |       |remove_whitespace|     0|f1         |↑  |0.5791|±  |   N/A|
|afriqa_swa_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0508|±  |0.0128|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1363|±  |   N/A|
|afriqa_swa_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.3051|±  |0.0269|
|                   |       |remove_whitespace|     0|f1         |↑  |0.4127|±  |   N/A|
|afriqa_swa_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.2305|±  |0.0246|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3413|±  |   N/A|
|afriqa_twi_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.0576|±  |0.0106|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1355|±  |   N/A|
|afriqa_twi_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.1358|±  |0.0156|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2130|±  |   N/A|
|afriqa_twi_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0021|±  |0.0021|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0539|±  |   N/A|
|afriqa_twi_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.0761|±  |0.0120|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1457|±  |   N/A|
|afriqa_twi_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.0556|±  |0.0104|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1279|±  |   N/A|
|afriqa_yor_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.1028|±  |0.0191|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1788|±  |   N/A|
|afriqa_yor_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.1700|±  |0.0237|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2411|±  |   N/A|
|afriqa_yor_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0158|±  |0.0079|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0533|±  |   N/A|
|afriqa_yor_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.1146|±  |0.0201|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1730|±  |   N/A|
|afriqa_yor_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.1028|±  |0.0191|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1635|±  |   N/A|
|afriqa_zul_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.1138|±  |0.0176|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2208|±  |   N/A|
|afriqa_zul_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.1415|±  |0.0194|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2352|±  |   N/A|
|afriqa_zul_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0123|±  |0.0061|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0919|±  |   N/A|
|afriqa_zul_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.1354|±  |0.0190|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2268|±  |   N/A|
|afriqa_zul_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.1015|±  |0.0168|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1827|±  |   N/A|
