,B_COUNTRY_ALPHA,B_COUNTRY,LNGE_ISO,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q196,Q197,Q198,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
10,TUN,788,ar,1.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,7.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,-5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0
11,TUN,788,ar,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
12,TUN,788,ar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,TUN,788,ar,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
14,TUN,788,ar,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
15,TUN,788,ar,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
16,TUN,788,ar,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
17,TUN,788,ar,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
18,TUN,788,ar,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0
19,TUN,788,ar,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
20,TUN,788,ar,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21,TUN,788,ar,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22,TUN,788,ar,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
23,TUN,788,ar,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
24,TUN,788,ar,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
25,TUN,788,ar,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,3.0,8.0,7.0,1.0,1.0,3.0,2.0,2.0,-5.0,-5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
26,TUN,788,ar,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,-5.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,10.0,10.0,1.0,6.0,6.0,1.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,1.0,2.0,4.0,1.0,-1.0,1.0,1.0
27,TUN,788,ar,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,10.0,6.0,5.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
28,TUN,788,ar,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,9.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
29,TUN,788,ar,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
30,TUN,788,ar,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,7.0,5.0,-1.0,3.0,2.0,2.0,1.0,1.0,1.0,-1.0,3.0,3.0,3.0,-1.0,1.0,3.0,4.0,1.0,3.0
31,TUN,788,ar,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,10.0,10.0,1.0,-1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,3.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,3.0
32,TUN,788,ar,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,-1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4.0
33,TUN,788,ar,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
34,TUN,788,ar,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,7.0,6.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
35,TUN,788,ar,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0
36,TUN,788,ar,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,10.0,9.0,1.0,5.0,8.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0
37,TUN,788,ar,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,7.0,8.0,7.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
38,TUN,788,ar,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,5.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0
39,TUN,788,ar,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,10.0,7.0,5.0,5.0,4.0,-5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0
40,TUN,788,ar,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,-1.0,4.0
41,TUN,788,ar,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,7.0,7.0,8.0,8.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
42,TUN,788,ar,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,10.0,10.0,10.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0
43,TUN,788,ar,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0
44,TUN,788,ar,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,8.0,5.0,7.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0
45,TUN,788,ar,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,-5.0,-5.0,2.0,4.0,7.0,7.0,1.0,-1.0,9.0,1.0,1.0,1.0,4.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
46,TUN,788,ar,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,-5.0,-5.0,-5.0,-5.0,-5.0,2.0
47,TUN,788,ar,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,-1.0,3.0,4.0,9.0,8.0,6.0,5.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0
48,TUN,788,ar,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,10.0,9.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0
49,TUN,788,ar,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,8.0,7.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
50,TUN,788,ar,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,9.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
51,TUN,788,ar,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,10.0,10.0,7.0,10.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0
52,TUN,788,ar,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0,6.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0
53,TUN,788,ar,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,8.0,7.0,1.0,1.0,1.0,4.0,4.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
54,TUN,788,ar,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,1.0,-1.0,-5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
55,TUN,788,ar,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,-5.0,10.0,1.0,8.0,7.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0
56,TUN,788,ar,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0
57,TUN,788,ar,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,8.0,7.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0
58,TUN,788,ar,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,-2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0
59,TUN,788,ar,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,10.0,7.0,6.0,9.0,8.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0
60,TUN,788,ar,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
61,TUN,788,ar,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
62,TUN,788,ar,-2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0
63,TUN,788,ar,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-1.0,-1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0
