|             Tasks             |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                               |       |none  |     0|f1    |↑  |0.2224|±  |   N/A|
|afrixnli_translate_sna_prompt_4|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.2780|±  |   N/A|
|afrixnli_translate_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.1997|±  |   N/A|
|afrixnli_translate_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_sot_prompt_2|      1|none  |     0|acc   |↑  |0.5017|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4848|±  |   N/A|
|afrixnli_translate_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2101|±  |   N/A|
|afrixnli_translate_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2883|±  |   N/A|
|afrixnli_translate_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1865|±  |   N/A|
|afrixnli_translate_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_swa_prompt_2|      1|none  |     0|acc   |↑  |0.4950|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4859|±  |   N/A|
|afrixnli_translate_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2263|±  |   N/A|
|afrixnli_translate_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3167|±  |0.0190|
|                               |       |none  |     0|f1    |↑  |0.2726|±  |   N/A|
|afrixnli_translate_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2105|±  |   N/A|
|afrixnli_translate_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4550|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.4483|±  |   N/A|
|afrixnli_translate_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3083|±  |0.0189|
|                               |       |none  |     0|f1    |↑  |0.2111|±  |   N/A|
|afrixnli_translate_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2847|±  |   N/A|
|afrixnli_translate_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3283|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1822|±  |   N/A|
|afrixnli_translate_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_wol_prompt_2|      1|none  |     0|acc   |↑  |0.4183|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.4122|±  |   N/A|
|afrixnli_translate_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3217|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.2676|±  |   N/A|
|afrixnli_translate_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2749|±  |   N/A|
|afrixnli_translate_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3267|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1782|±  |   N/A|
|afrixnli_translate_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_xho_prompt_2|      1|none  |     0|acc   |↑  |0.5300|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.5260|±  |   N/A|
|afrixnli_translate_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2353|±  |   N/A|
|afrixnli_translate_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3017|±  |0.0188|
|                               |       |none  |     0|f1    |↑  |0.2453|±  |   N/A|
|afrixnli_translate_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2191|±  |   N/A|
|afrixnli_translate_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4583|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4435|±  |   N/A|
|afrixnli_translate_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2020|±  |   N/A|
|afrixnli_translate_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3167|±  |0.0190|
|                               |       |none  |     0|f1    |↑  |0.2687|±  |   N/A|
|afrixnli_translate_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.1875|±  |   N/A|
|afrixnli_translate_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_zul_prompt_2|      1|none  |     0|acc   |↑  |0.5067|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4992|±  |   N/A|
|afrixnli_translate_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3167|±  |0.0190|
|                               |       |none  |     0|f1    |↑  |0.2311|±  |   N/A|
|afrixnli_translate_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                               |       |none  |     0|f1    |↑  |0.2777|±  |   N/A|
|afrixnli_translate_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1963|±  |   N/A|
