country,country_alpha,language,gender,age_group,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q43,Q44,Q45,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q152,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235
566,NGA,ig,Female,20-29,1,2,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,1,3,2,2,2,2,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,3,2,3,3,3,3,3,2,1,3,2,2,2,7,8,4,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2
566,NGA,ig,Female,30-39,1,1,1,3,1,1,1,1,1,2,2,1,2,2,1,2,2,1,4,2,3,3,3,3,2,2,1,1,1,1,1,2,1,1,1,1,0,1,1,2,1,1,2,2,2,2,2,3,3,2,1,2,2,2,1,9,10,7,6,4,2,2,3,1,2,1,3,3,1,2,3,3,1,3
566,NGA,ig,Female,40-49,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,4,3,2,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,2,3,3,3,3,2,3,1,1,2,2,2,2,9,9,6,8,2,1,1,3,3,2,2,2,3,1,2,2,2,1,2
566,NGA,ig,Female,50-59,1,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,1,1,4,3,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,0,0,0,1,0,1,2,2,2,3,2,4,2,2,2,1,2,1,2,8,6,4,6,6,1,2,2,4,1,2,2,2,2,3,2,2,1,2
566,NGA,ig,Male,20-29,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,4,1,1,1,3,3,3,3,1,1,2,1,1,3,1,1,1,1,0,1,0,1,0,0,3,2,4,3,3,3,3,2,0,2,1,1,2,9,9,2,2,3,2,2,2,3,1,2,2,2,2,2,1,3,1,2
566,NGA,ig,Male,30-39,1,1,2,3,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,3,2,3,2,2,2,1,1,2,2,1,2,1,1,0,0,0,0,0,1,0,0,2,2,2,2,2,2,3,2,1,3,2,3,2,9,9,9,6,4,2,2,1,1,1,1,1,2,2,2,2,2,2,2
566,NGA,ig,Male,40-49,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,3,2,2,2,1,1,1,1,1,3,1,1,1,2,0,1,0,2,0,0,1,3,2,4,3,3,4,1,1,2,2,1,2,10,8,6,7,5,4,2,1,2,1,1,2,2,2,2,2,2,1,1
566,NGA,ig,Male,50-59,1,2,2,4,1,1,1,2,1,2,2,2,2,2,1,2,2,1,4,1,1,0,4,2,2,2,2,1,1,2,1,2,1,1,0,1,0,0,0,2,0,0,2,2,4,4,2,2,3,3,2,1,1,2,1,9,10,1,4,8,1,4,4,2,2,2,2,4,2,3,4,2,1,2
566,NGA,ig,Male,60-69,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,2,3,2,2,2,2,3,3,1,2,2,2,1,1,1,0,2,0,2,0,2,1,0,3,2,2,2,3,3,3,1,1,1,1,2,2,9,7,5,5,4,2,3,2,2,2,2,3,2,2,2,2,2,2,2
566,NGA,ig,Male,70+,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,4,2,1,2,3,1,3,3,2,1,1,2,2,2,1,1,1,1,0,0,0,2,0,0,2,3,3,3,3,3,3,3,1,2,2,2,1,7,6,6,5,7,2,2,2,3,2,2,1,1,3,3,1,2,1,2
566,NGA,ig,Male,<20,1,1,2,4,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,3,1,1,2,2,4,4,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,3,2,2,3,4,-5,1,2,4,2,9,9,1,7,10,1,1,4,4,1,4,2,4,4,4,3,1,4,2
566,NGA,yo,Female,20-29,1,2,1,3,1,1,1,2,1,2,2,1,2,2,1,2,1,1,3,2,3,3,3,3,2,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2,1,1,2,2,2,8,8,6,5,5,2,2,2,2,2,1,2,2,1,2,2,2,1,2
566,NGA,yo,Female,30-39,1,2,1,3,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,3,3,2,3,2,2,2,1,1,2,2,2,1,1,1,1,1,0,1,1,1,1,3,3,3,3,4,3,3,2,1,2,2,2,2,6,6,5,5,5,2,2,2,2,2,1,2,2,1,1,2,2,1,2
566,NGA,yo,Female,40-49,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,3,2,4,3,3,3,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,3,2,1,1,1,1,2,8,9,5,6,6,1,3,2,3,3,2,2,2,2,2,2,2,1,3
566,NGA,yo,Female,50-59,1,1,2,2,0,1,1,2,1,2,2,1,2,2,2,2,1,1,3,2,3,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,0,1,2,1,0,3,4,3,4,4,4,4,2,1,2,2,2,1,9,8,6,8,7,2,2,2,2,2,1,2,2,2,2,2,2,1,2
566,NGA,yo,Female,60-69,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,3,2,3,2,4,3,2,2,2,1,1,2,1,3,1,1,2,1,0,1,1,2,1,0,3,2,4,4,3,4,4,2,2,2,2,2,2,7,8,6,7,5,2,2,2,2,2,1,2,2,1,2,2,2,2,3
566,NGA,yo,Female,70+,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,4,2,4,4,2,4,2,2,1,2,2,2,1,1,2,1,1,0,0,0,1,0,3,3,3,4,3,3,3,3,-3,1,1,1,3,10,9,5,9,6,1,3,1,3,1,1,1,1,1,1,1,0,2,2
566,NGA,yo,Female,<20,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,2,4,3,3,3,2,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,4,3,3,3,3,3,4,2,1,2,2,2,2,9,10,6,6,7,1,2,2,2,2,2,2,2,2,2,2,2,1,1
566,NGA,yo,Male,20-29,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,3,2,3,2,3,3,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,1,2,2,2,2,8,8,6,6,5,2,2,2,3,2,1,2,2,1,2,2,2,1,3
566,NGA,yo,Male,30-39,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,3,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,3,2,3,3,3,3,3,2,1,2,2,2,2,8,8,6,6,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2
566,NGA,yo,Male,40-49,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,3,2,3,3,2,2,2,3,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,3,2,3,2,4,3,4,2,1,1,1,1,1,9,8,5,7,8,1,2,2,2,1,2,2,2,2,2,2,2,1,1
566,NGA,yo,Male,50-59,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,3,1,3,2,3,2,2,3,2,2,2,1,1,3,1,1,2,1,1,0,1,1,1,1,3,3,3,4,4,3,4,1,1,1,1,1,2,8,8,4,4,5,2,3,2,3,3,2,1,2,2,2,2,2,1,3
566,NGA,yo,Male,60-69,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,3,3,4,4,3,2,2,2,1,1,1,1,1,2,1,1,2,2,1,0,1,2,2,0,2,2,2,4,3,3,4,2,1,2,1,2,1,10,10,4,6,7,1,3,2,3,2,2,2,2,1,3,3,1,1,4
566,NGA,yo,Male,70+,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,3,2,2,3,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,3,2,4,3,2,4,2,2,1,1,2,1,9,9,2,5,8,2,4,2,3,3,2,1,2,2,3,2,2,1,3
566,NGA,yo,Male,<20,1,1,1,3,1,1,1,2,1,2,2,1,2,2,2,2,2,1,3,2,3,1,3,3,2,2,1,1,1,1,2,3,1,1,1,2,2,1,2,1,2,2,2,2,3,3,3,2,3,2,2,2,1,1,3,9,6,5,6,4,2,2,2,3,2,1,2,2,1,2,3,2,1,3
