Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3400,0.0194
afrixnli_wol_prompt_2,f1,0.1865,
afrixnli_wol_prompt_3,acc,0.3467,0.0194
afrixnli_wol_prompt_3,f1,0.2479,
afrixnli_wol_prompt_4,acc,0.3300,0.0192
afrixnli_wol_prompt_4,f1,0.2644,
afrixnli_wol_prompt_5,acc,0.3417,0.0194
afrixnli_wol_prompt_5,f1,0.3161,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3383,0.0193
afrixnli_xho_prompt_2,f1,0.2084,
afrixnli_xho_prompt_3,acc,0.3433,0.0194
afrixnli_xho_prompt_3,f1,0.2542,
afrixnli_xho_prompt_4,acc,0.3550,0.0196
afrixnli_xho_prompt_4,f1,0.3035,
afrixnli_xho_prompt_5,acc,0.3267,0.0192
afrixnli_xho_prompt_5,f1,0.2605,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.3283,0.0192
afrixnli_yor_prompt_2,f1,0.1819,
afrixnli_yor_prompt_3,acc,0.2767,0.0183
afrixnli_yor_prompt_3,f1,0.2181,
afrixnli_yor_prompt_4,acc,0.3300,0.0192
afrixnli_yor_prompt_4,f1,0.2182,
afrixnli_yor_prompt_5,acc,0.3283,0.0192
afrixnli_yor_prompt_5,f1,0.1822,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3333,0.0193
afrixnli_zul_prompt_2,f1,0.1948,
afrixnli_zul_prompt_3,acc,0.3650,0.0197
afrixnli_zul_prompt_3,f1,0.2917,
afrixnli_zul_prompt_4,acc,0.3483,0.0195
afrixnli_zul_prompt_4,f1,0.3066,
afrixnli_zul_prompt_5,acc,0.3533,0.0195
afrixnli_zul_prompt_5,f1,0.2961,
