Tasks,Metric,Value,Stderr
afrimmlu_direct_hau_prompt_2,f1,0.2293,
afrimmlu_direct_hau_prompt_3,acc,0.2460,0.0193
afrimmlu_direct_hau_prompt_3,f1,0.2377,
afrimmlu_direct_hau_prompt_4,acc,0.2340,0.0190
afrimmlu_direct_hau_prompt_4,f1,0.2315,
afrimmlu_direct_hau_prompt_5,acc,0.2400,0.0191
afrimmlu_direct_hau_prompt_5,f1,0.2337,
afrimmlu_direct_ibo_prompt_1,acc,0.2380,0.0191
afrimmlu_direct_ibo_prompt_1,f1,0.2341,
afrimmlu_direct_ibo_prompt_2,acc,0.2220,0.0186
afrimmlu_direct_ibo_prompt_2,f1,0.2179,
afrimmlu_direct_ibo_prompt_3,acc,0.2380,0.0191
afrimmlu_direct_ibo_prompt_3,f1,0.2325,
afrimmlu_direct_ibo_prompt_4,acc,0.2220,0.0186
afrimmlu_direct_ibo_prompt_4,f1,0.2217,
afrimmlu_direct_ibo_prompt_5,acc,0.2300,0.0188
afrimmlu_direct_ibo_prompt_5,f1,0.2254,
afrimmlu_direct_kin_prompt_1,acc,0.2320,0.0189
afrimmlu_direct_kin_prompt_1,f1,0.2241,
afrimmlu_direct_kin_prompt_2,acc,0.2220,0.0186
afrimmlu_direct_kin_prompt_2,f1,0.2140,
afrimmlu_direct_kin_prompt_3,acc,0.2260,0.0187
afrimmlu_direct_kin_prompt_3,f1,0.2162,
afrimmlu_direct_kin_prompt_4,acc,0.2120,0.0183
afrimmlu_direct_kin_prompt_4,f1,0.2083,
afrimmlu_direct_kin_prompt_5,acc,0.2160,0.0184
afrimmlu_direct_kin_prompt_5,f1,0.2056,
afrimmlu_direct_lin_prompt_1,acc,0.2560,0.0195
afrimmlu_direct_lin_prompt_1,f1,0.2495,
afrimmlu_direct_lin_prompt_2,acc,0.2360,0.0190
afrimmlu_direct_lin_prompt_2,f1,0.2230,
afrimmlu_direct_lin_prompt_3,acc,0.2480,0.0193
afrimmlu_direct_lin_prompt_3,f1,0.2362,
afrimmlu_direct_lin_prompt_4,acc,0.2440,0.0192
afrimmlu_direct_lin_prompt_4,f1,0.2433,
afrimmlu_direct_lin_prompt_5,acc,0.2440,0.0192
afrimmlu_direct_lin_prompt_5,f1,0.2327,
afrimmlu_direct_lug_prompt_1,acc,0.2220,0.0186
afrimmlu_direct_lug_prompt_1,f1,0.2174,
afrimmlu_direct_lug_prompt_2,acc,0.2160,0.0184
afrimmlu_direct_lug_prompt_2,f1,0.2089,
afrimmlu_direct_lug_prompt_3,acc,0.2260,0.0187
afrimmlu_direct_lug_prompt_3,f1,0.2198,
afrimmlu_direct_lug_prompt_4,acc,0.2100,0.0182
afrimmlu_direct_lug_prompt_4,f1,0.2024,
afrimmlu_direct_lug_prompt_5,acc,0.2180,0.0185
afrimmlu_direct_lug_prompt_5,f1,0.2124,
afrimmlu_direct_orm_prompt_1,acc,0.2400,0.0191
afrimmlu_direct_orm_prompt_1,f1,0.2314,
afrimmlu_direct_orm_prompt_2,acc,0.2320,0.0189
afrimmlu_direct_orm_prompt_2,f1,0.2207,
afrimmlu_direct_orm_prompt_3,acc,0.2420,0.0192
afrimmlu_direct_orm_prompt_3,f1,0.2326,
afrimmlu_direct_orm_prompt_4,acc,0.2640,0.0197
afrimmlu_direct_orm_prompt_4,f1,0.2633,
afrimmlu_direct_orm_prompt_5,acc,0.2380,0.0191
afrimmlu_direct_orm_prompt_5,f1,0.2263,
afrimmlu_direct_sna_prompt_1,acc,0.2340,0.0190
afrimmlu_direct_sna_prompt_1,f1,0.2301,
afrimmlu_direct_sna_prompt_2,acc,0.2300,0.0188
afrimmlu_direct_sna_prompt_2,f1,0.2228,
afrimmlu_direct_sna_prompt_3,acc,0.2400,0.0191
afrimmlu_direct_sna_prompt_3,f1,0.2314,
afrimmlu_direct_sna_prompt_4,acc,0.2280,0.0188
afrimmlu_direct_sna_prompt_4,f1,0.2265,
afrimmlu_direct_sna_prompt_5,acc,0.2340,0.0190
afrimmlu_direct_sna_prompt_5,f1,0.2271,
afrimmlu_direct_sot_prompt_1,acc,0.2320,0.0189
afrimmlu_direct_sot_prompt_1,f1,0.2222,
afrimmlu_direct_sot_prompt_2,acc,0.2340,0.0190
afrimmlu_direct_sot_prompt_2,f1,0.2258,
afrimmlu_direct_sot_prompt_3,acc,0.2220,0.0186
afrimmlu_direct_sot_prompt_3,f1,0.2086,
afrimmlu_direct_sot_prompt_4,acc,0.2520,0.0194
afrimmlu_direct_sot_prompt_4,f1,0.2448,
afrimmlu_direct_sot_prompt_5,acc,0.2360,0.0190
afrimmlu_direct_sot_prompt_5,f1,0.2286,
afrimmlu_direct_swa_prompt_1,acc,0.2280,0.0188
afrimmlu_direct_swa_prompt_1,f1,0.2186,
afrimmlu_direct_swa_prompt_2,acc,0.2060,0.0181
afrimmlu_direct_swa_prompt_2,f1,0.1971,
afrimmlu_direct_swa_prompt_3,acc,0.2140,0.0184
afrimmlu_direct_swa_prompt_3,f1,0.2024,
afrimmlu_direct_swa_prompt_4,acc,0.2060,0.0181
afrimmlu_direct_swa_prompt_4,f1,0.2002,
afrimmlu_direct_swa_prompt_5,acc,0.2160,0.0184
afrimmlu_direct_swa_prompt_5,f1,0.2053,
afrimmlu_direct_twi_prompt_1,acc,0.2360,0.0190
afrimmlu_direct_twi_prompt_1,f1,0.2218,
afrimmlu_direct_twi_prompt_2,acc,0.2520,0.0194
afrimmlu_direct_twi_prompt_2,f1,0.2392,
afrimmlu_direct_twi_prompt_3,acc,0.2400,0.0191
afrimmlu_direct_twi_prompt_3,f1,0.2275,
afrimmlu_direct_twi_prompt_4,acc,0.2460,0.0193
afrimmlu_direct_twi_prompt_4,f1,0.2416,
afrimmlu_direct_twi_prompt_5,acc,0.2460,0.0193
afrimmlu_direct_twi_prompt_5,f1,0.2329,
afrimmlu_direct_wol_prompt_1,acc,0.2260,0.0187
afrimmlu_direct_wol_prompt_1,f1,0.2213,
afrimmlu_direct_wol_prompt_2,acc,0.2240,0.0187
afrimmlu_direct_wol_prompt_2,f1,0.2121,
afrimmlu_direct_wol_prompt_3,acc,0.2220,0.0186
afrimmlu_direct_wol_prompt_3,f1,0.2155,
afrimmlu_direct_wol_prompt_4,acc,0.2140,0.0184
afrimmlu_direct_wol_prompt_4,f1,0.2094,
afrimmlu_direct_wol_prompt_5,acc,0.2180,0.0185
afrimmlu_direct_wol_prompt_5,f1,0.2100,
afrimmlu_direct_xho_prompt_1,acc,0.2700,0.0199
afrimmlu_direct_xho_prompt_1,f1,0.2639,
afrimmlu_direct_xho_prompt_2,acc,0.2540,0.0195
afrimmlu_direct_xho_prompt_2,f1,0.2453,
afrimmlu_direct_xho_prompt_3,acc,0.2420,0.0192
afrimmlu_direct_xho_prompt_3,f1,0.2303,
afrimmlu_direct_xho_prompt_4,acc,0.2280,0.0188
afrimmlu_direct_xho_prompt_4,f1,0.2241,
afrimmlu_direct_xho_prompt_5,acc,0.2520,0.0194
afrimmlu_direct_xho_prompt_5,f1,0.2458,
afrimmlu_direct_yor_prompt_1,acc,0.2620,0.0197
afrimmlu_direct_yor_prompt_1,f1,0.2592,
afrimmlu_direct_yor_prompt_2,acc,0.2360,0.0190
afrimmlu_direct_yor_prompt_2,f1,0.2324,
afrimmlu_direct_yor_prompt_3,acc,0.2440,0.0192
afrimmlu_direct_yor_prompt_3,f1,0.2347,
afrimmlu_direct_yor_prompt_4,acc,0.2380,0.0191
afrimmlu_direct_yor_prompt_4,f1,0.2379,
afrimmlu_direct_yor_prompt_5,acc,0.2400,0.0191
afrimmlu_direct_yor_prompt_5,f1,0.2340,
afrimmlu_direct_zul_prompt_1,acc,0.2360,0.0190
afrimmlu_direct_zul_prompt_1,f1,0.2307,
afrimmlu_direct_zul_prompt_2,acc,0.2420,0.0192
afrimmlu_direct_zul_prompt_2,f1,0.2349,
afrimmlu_direct_zul_prompt_3,acc,0.2400,0.0191
afrimmlu_direct_zul_prompt_3,f1,0.2315,
afrimmlu_direct_zul_prompt_4,acc,0.2260,0.0187
afrimmlu_direct_zul_prompt_4,f1,0.2254,
afrimmlu_direct_zul_prompt_5,acc,0.2360,0.0190
afrimmlu_direct_zul_prompt_5,f1,0.2289,
