Tasks,Metric,Value,Stderr
afrimmlu_direct_sna_prompt_4,acc,0.2580,0.0196
afrimmlu_direct_sna_prompt_4,f1,0.2547,
afrimmlu_direct_sna_prompt_5,acc,0.2400,0.0191
afrimmlu_direct_sna_prompt_5,f1,0.2345,
afrimmlu_direct_sot_prompt_1,acc,0.2760,0.0200
afrimmlu_direct_sot_prompt_1,f1,0.2713,
afrimmlu_direct_sot_prompt_2,acc,0.2540,0.0195
afrimmlu_direct_sot_prompt_2,f1,0.2386,
afrimmlu_direct_sot_prompt_3,acc,0.2680,0.0198
afrimmlu_direct_sot_prompt_3,f1,0.2619,
afrimmlu_direct_sot_prompt_4,acc,0.2400,0.0191
afrimmlu_direct_sot_prompt_4,f1,0.2266,
afrimmlu_direct_sot_prompt_5,acc,0.2540,0.0195
afrimmlu_direct_sot_prompt_5,f1,0.2454,
afrimmlu_direct_swa_prompt_1,acc,0.2360,0.0190
afrimmlu_direct_swa_prompt_1,f1,0.2169,
afrimmlu_direct_swa_prompt_2,acc,0.2240,0.0187
afrimmlu_direct_swa_prompt_2,f1,0.2062,
afrimmlu_direct_swa_prompt_3,acc,0.2340,0.0190
afrimmlu_direct_swa_prompt_3,f1,0.2207,
afrimmlu_direct_swa_prompt_4,acc,0.2260,0.0187
afrimmlu_direct_swa_prompt_4,f1,0.2120,
afrimmlu_direct_swa_prompt_5,acc,0.2480,0.0193
afrimmlu_direct_swa_prompt_5,f1,0.2319,
afrimmlu_direct_twi_prompt_1,acc,0.2600,0.0196
afrimmlu_direct_twi_prompt_1,f1,0.2495,
afrimmlu_direct_twi_prompt_2,acc,0.2380,0.0191
afrimmlu_direct_twi_prompt_2,f1,0.2277,
afrimmlu_direct_twi_prompt_3,acc,0.2240,0.0187
afrimmlu_direct_twi_prompt_3,f1,0.2158,
afrimmlu_direct_twi_prompt_4,acc,0.2320,0.0189
afrimmlu_direct_twi_prompt_4,f1,0.2264,
afrimmlu_direct_twi_prompt_5,acc,0.2240,0.0187
afrimmlu_direct_twi_prompt_5,f1,0.2142,
afrimmlu_direct_wol_prompt_1,acc,0.2420,0.0192
afrimmlu_direct_wol_prompt_1,f1,0.2359,
afrimmlu_direct_wol_prompt_2,acc,0.2180,0.0185
afrimmlu_direct_wol_prompt_2,f1,0.2068,
afrimmlu_direct_wol_prompt_3,acc,0.2500,0.0194
afrimmlu_direct_wol_prompt_3,f1,0.2470,
afrimmlu_direct_wol_prompt_4,acc,0.2400,0.0191
afrimmlu_direct_wol_prompt_4,f1,0.2294,
afrimmlu_direct_wol_prompt_5,acc,0.2420,0.0192
afrimmlu_direct_wol_prompt_5,f1,0.2305,
afrimmlu_direct_xho_prompt_1,acc,0.2600,0.0196
afrimmlu_direct_xho_prompt_1,f1,0.2510,
afrimmlu_direct_xho_prompt_2,acc,0.2460,0.0193
afrimmlu_direct_xho_prompt_2,f1,0.2242,
afrimmlu_direct_xho_prompt_3,acc,0.2620,0.0197
afrimmlu_direct_xho_prompt_3,f1,0.2500,
afrimmlu_direct_xho_prompt_4,acc,0.2640,0.0197
afrimmlu_direct_xho_prompt_4,f1,0.2468,
afrimmlu_direct_xho_prompt_5,acc,0.2660,0.0198
afrimmlu_direct_xho_prompt_5,f1,0.2528,
afrimmlu_direct_yor_prompt_1,acc,0.2440,0.0192
afrimmlu_direct_yor_prompt_1,f1,0.2417,
afrimmlu_direct_yor_prompt_2,acc,0.2460,0.0193
afrimmlu_direct_yor_prompt_2,f1,0.2362,
afrimmlu_direct_yor_prompt_3,acc,0.2480,0.0193
afrimmlu_direct_yor_prompt_3,f1,0.2428,
afrimmlu_direct_yor_prompt_4,acc,0.2520,0.0194
afrimmlu_direct_yor_prompt_4,f1,0.2463,
afrimmlu_direct_yor_prompt_5,acc,0.2420,0.0192
afrimmlu_direct_yor_prompt_5,f1,0.2347,
afrimmlu_direct_zul_prompt_1,acc,0.2460,0.0193
afrimmlu_direct_zul_prompt_1,f1,0.2330,
afrimmlu_direct_zul_prompt_2,acc,0.2400,0.0191
afrimmlu_direct_zul_prompt_2,f1,0.2311,
afrimmlu_direct_zul_prompt_3,acc,0.2620,0.0197
afrimmlu_direct_zul_prompt_3,f1,0.2528,
afrimmlu_direct_zul_prompt_4,acc,0.2560,0.0195
afrimmlu_direct_zul_prompt_4,f1,0.2469,
afrimmlu_direct_zul_prompt_5,acc,0.2440,0.0192
afrimmlu_direct_zul_prompt_5,f1,0.2341,
