Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3433,0.0194
afrixnli_wol_prompt_2,f1,0.2967,
afrixnli_wol_prompt_3,acc,0.3483,0.0195
afrixnli_wol_prompt_3,f1,0.2553,
afrixnli_wol_prompt_4,acc,0.3633,0.0197
afrixnli_wol_prompt_4,f1,0.2893,
afrixnli_wol_prompt_5,acc,0.3733,0.0198
afrixnli_wol_prompt_5,f1,0.2779,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3317,0.0192
afrixnli_xho_prompt_2,f1,0.1994,
afrixnli_xho_prompt_3,acc,0.3450,0.0194
afrixnli_xho_prompt_3,f1,0.2673,
afrixnli_xho_prompt_4,acc,0.3483,0.0195
afrixnli_xho_prompt_4,f1,0.2696,
afrixnli_xho_prompt_5,acc,0.3483,0.0195
afrixnli_xho_prompt_5,f1,0.2609,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.3183,0.0190
afrixnli_yor_prompt_2,f1,0.2545,
afrixnli_yor_prompt_3,acc,0.3350,0.0193
afrixnli_yor_prompt_3,f1,0.1815,
afrixnli_yor_prompt_4,acc,0.3317,0.0192
afrixnli_yor_prompt_4,f1,0.1660,
afrixnli_yor_prompt_5,acc,0.3267,0.0192
afrixnli_yor_prompt_5,f1,0.2064,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3200,0.0191
afrixnli_zul_prompt_2,f1,0.1988,
afrixnli_zul_prompt_3,acc,0.3200,0.0191
afrixnli_zul_prompt_3,f1,0.2557,
afrixnli_zul_prompt_4,acc,0.3200,0.0191
afrixnli_zul_prompt_4,f1,0.2554,
afrixnli_zul_prompt_5,acc,0.3250,0.0191
afrixnli_zul_prompt_5,f1,0.2552,
