|       Tasks       |Version|     Filter      |n-shot|  Metric   |   |Value |   |Stderr|
|                   |       |remove_whitespace|     0|f1         |↑  |0.4109|±  |   N/A|
|afriqa_swa_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.2339|±  |0.0247|
|                   |       |remove_whitespace|     0|f1         |↑  |0.2950|±  |   N/A|
|afriqa_swa_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.2373|±  |0.0248|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3065|±  |   N/A|
|afriqa_swa_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.2915|±  |0.0265|
|                   |       |remove_whitespace|     0|f1         |↑  |0.3730|±  |   N/A|
|afriqa_twi_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.0267|±  |0.0073|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0636|±  |   N/A|
|afriqa_twi_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.0267|±  |0.0073|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0511|±  |   N/A|
|afriqa_twi_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0144|±  |0.0054|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0339|±  |   N/A|
|afriqa_twi_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.0412|±  |0.0090|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0626|±  |   N/A|
|afriqa_twi_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.0535|±  |0.0102|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0767|±  |   N/A|
|afriqa_yor_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.0277|±  |0.0103|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0503|±  |   N/A|
|afriqa_yor_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.0277|±  |0.0103|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0491|±  |   N/A|
|afriqa_yor_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0040|±  |0.0040|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0228|±  |   N/A|
|afriqa_yor_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.0435|±  |0.0128|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0593|±  |   N/A|
|afriqa_yor_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.1225|±  |0.0207|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1618|±  |   N/A|
|afriqa_zul_prompt_1|      1|remove_whitespace|     0|exact_match|↑  |0.0738|±  |0.0145|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1005|±  |   N/A|
|afriqa_zul_prompt_2|      1|remove_whitespace|     0|exact_match|↑  |0.0985|±  |0.0166|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1273|±  |   N/A|
|afriqa_zul_prompt_3|      1|remove_whitespace|     0|exact_match|↑  |0.0462|±  |0.0117|
|                   |       |remove_whitespace|     0|f1         |↑  |0.0769|±  |   N/A|
|afriqa_zul_prompt_4|      1|remove_whitespace|     0|exact_match|↑  |0.0831|±  |0.0153|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1133|±  |   N/A|
|afriqa_zul_prompt_5|      1|remove_whitespace|     0|exact_match|↑  |0.1169|±  |0.0179|
|                   |       |remove_whitespace|     0|f1         |↑  |0.1440|±  |   N/A|
