|        Tasks         |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                      |       |none  |     0|f1    |↑  |0.0502|±  |   N/A|
|afrisenti_por_prompt_2|      1|none  |     0|acc   |↑  |0.1715|±  |0.0062|
|                      |       |none  |     0|f1    |↑  |0.0502|±  |   N/A|
|afrisenti_por_prompt_3|      1|none  |     0|acc   |↑  |0.4181|±  |0.0082|
|                      |       |none  |     0|f1    |↑  |0.4092|±  |   N/A|
|afrisenti_por_prompt_4|      1|none  |     0|acc   |↑  |0.3394|±  |0.0078|
|                      |       |none  |     0|f1    |↑  |0.2543|±  |   N/A|
|afrisenti_por_prompt_5|      1|none  |     0|acc   |↑  |0.3250|±  |0.0077|
|                      |       |none  |     0|f1    |↑  |0.2158|±  |   N/A|
|afrisenti_swa_prompt_1|      1|none  |     0|acc   |↑  |0.2995|±  |0.0168|
|                      |       |none  |     0|f1    |↑  |0.1380|±  |   N/A|
|afrisenti_swa_prompt_2|      1|none  |     0|acc   |↑  |0.2995|±  |0.0168|
|                      |       |none  |     0|f1    |↑  |0.1380|±  |   N/A|
|afrisenti_swa_prompt_3|      1|none  |     0|acc   |↑  |0.5348|±  |0.0182|
|                      |       |none  |     0|f1    |↑  |0.5119|±  |   N/A|
|afrisenti_swa_prompt_4|      1|none  |     0|acc   |↑  |0.4425|±  |0.0182|
|                      |       |none  |     0|f1    |↑  |0.4602|±  |   N/A|
|afrisenti_swa_prompt_5|      1|none  |     0|acc   |↑  |0.4291|±  |0.0181|
|                      |       |none  |     0|f1    |↑  |0.4383|±  |   N/A|
|afrisenti_tir_prompt_1|      1|none  |     0|acc   |↑  |0.3215|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.1564|±  |   N/A|
|afrisenti_tir_prompt_2|      1|none  |     0|acc   |↑  |0.3215|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.1564|±  |   N/A|
|afrisenti_tir_prompt_3|      1|none  |     0|acc   |↑  |0.3210|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.2320|±  |   N/A|
|afrisenti_tir_prompt_4|      1|none  |     0|acc   |↑  |0.4830|±  |0.0112|
|                      |       |none  |     0|f1    |↑  |0.4425|±  |   N/A|
|afrisenti_tir_prompt_5|      1|none  |     0|acc   |↑  |0.4615|±  |0.0111|
|                      |       |none  |     0|f1    |↑  |0.4198|±  |   N/A|
|afrisenti_tso_prompt_1|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_2|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_3|      1|none  |     0|acc   |↑  |0.4528|±  |0.0313|
|                      |       |none  |     0|f1    |↑  |0.4570|±  |   N/A|
|afrisenti_tso_prompt_4|      1|none  |     0|acc   |↑  |0.4331|±  |0.0312|
|                      |       |none  |     0|f1    |↑  |0.3980|±  |   N/A|
|afrisenti_tso_prompt_5|      1|none  |     0|acc   |↑  |0.5354|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.4660|±  |   N/A|
|afrisenti_twi_prompt_1|      1|none  |     0|acc   |↑  |0.4742|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3051|±  |   N/A|
|afrisenti_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4742|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3051|±  |   N/A|
|afrisenti_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3699|±  |0.0157|
|                      |       |none  |     0|f1    |↑  |0.3928|±  |   N/A|
|afrisenti_twi_prompt_4|      1|none  |     0|acc   |↑  |0.4015|±  |0.0159|
|                      |       |none  |     0|f1    |↑  |0.4316|±  |   N/A|
|afrisenti_twi_prompt_5|      1|none  |     0|acc   |↑  |0.5026|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.4646|±  |   N/A|
|afrisenti_yor_prompt_1|      1|none  |     0|acc   |↑  |0.4248|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.2533|±  |   N/A|
|afrisenti_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4248|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.2541|±  |   N/A|
|afrisenti_yor_prompt_3|      1|none  |     0|acc   |↑  |0.4762|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.4697|±  |   N/A|
|afrisenti_yor_prompt_4|      1|none  |     0|acc   |↑  |0.4427|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.4432|±  |   N/A|
|afrisenti_yor_prompt_5|      1|none  |     0|acc   |↑  |0.4786|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.4439|±  |   N/A|
