,B_COUNTRY_ALPHA,B_COUNTRY,LNGE_ISO,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q196,Q197,Q198,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
17,LBY,434,ar,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,8.0,9.0,3.0,8.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0
18,LBY,434,ar,1.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
19,LBY,434,ar,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
20,LBY,434,ar,1.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,10.0,7.0,9.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0
21,LBY,434,ar,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,10.0,2.0,10.0,5.0,1.0,1.0,4.0,4.0,1.0,-1.0,-1.0,1.0,-1.0,2.0,-1.0,3.0,-1.0,3.0,2.0
22,LBY,434,ar,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,10.0,10.0,10.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
23,LBY,434,ar,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0
24,LBY,434,ar,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,9.0,10.0,-1.0,10.0,9.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0
25,LBY,434,ar,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,10.0,10.0,10.0,10.0,-1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
26,LBY,434,ar,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,9.0,9.0,3.0,9.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
27,LBY,434,ar,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,10.0,10.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0
28,LBY,434,ar,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,10.0,8.0,3.0,6.0,-1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0
29,LBY,434,ar,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,-1.0,2.0,-5.0,2.0,2.0,-1.0,-1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,9.0,10.0,2.0,6.0,2.0,1.0,1.0,-1.0,-1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
30,LBY,434,ar,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,10.0,10.0,10.0,10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0
31,LBY,434,ar,1.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,10.0,10.0,4.0,10.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0
32,LBY,434,ar,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,-1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
33,LBY,434,ar,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,-1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,10.0,7.0,6.0,8.0,-1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0
34,LBY,434,ar,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,10.0,4.0,9.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0
35,LBY,434,ar,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,10.0,10.0,10.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0
36,LBY,434,ar,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,9.0,10.0,1.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0
37,LBY,434,ar,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,10.0,10.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
38,LBY,434,ar,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,5.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
39,LBY,434,ar,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,10.0,10.0,10.0,-1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0
40,LBY,434,ar,-5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,6.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0
41,LBY,434,ar,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,10.0,2.0,10.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0
42,LBY,434,ar,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,10.0,10.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
43,LBY,434,ar,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,10.0,10.0,5.0,10.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0
44,LBY,434,ar,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,-1.0,10.0,-1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0
45,LBY,434,ar,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,10.0,10.0,-1.0,10.0,-1.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
46,LBY,434,ar,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0
47,LBY,434,ar,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,10.0,-1.0,10.0,-1.0,1.0,2.0,3.0,4.0,4.0,4.0,-1.0,1.0,-1.0,-1.0,4.0,1.0,2.0,-1.0,4.0
48,LBY,434,ar,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,-1.0,-1.0,4.0,1.0,4.0,1.0,3.0
49,LBY,434,ar,1.0,2.0,1.0,4.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
50,LBY,434,ar,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,9.0,-1.0,5.0,-1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
51,LBY,434,ar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,2.0,2.0,1.0,1.0,4.0
52,LBY,434,ar,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,6.0,-1.0,-1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0
53,LBY,434,ar,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,10.0,9.0,5.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0
54,LBY,434,ar,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,8.0,8.0,5.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0
55,LBY,434,ar,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,7.0,7.0,2.0,6.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0
56,LBY,434,ar,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,10.0,6.0,-1.0,10.0,-1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
57,LBY,434,ar,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0,10.0,10.0,-1.0,-1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0
58,LBY,434,ar,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
59,LBY,434,ar,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,9.0,8.0,3.0,6.0,7.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,-1.0,4.0,4.0,3.0
60,LBY,434,ar,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,8.0,8.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0
61,LBY,434,ar,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,10.0,10.0,-1.0,10.0,-1.0,1.0,1.0,2.0,3.0,2.0,3.0,-1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0
62,LBY,434,ar,1.0,2.0,2.0,1.0,3.0,-5.0,3.0,-5.0,-5.0,-5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,-1.0,2.0,-1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,5.0,5.0,-1.0,3.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
63,LBY,434,ar,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,10.0,9.0,3.0,2.0,-1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0
