Tasks,Metric,Value,Stderr
afrisenti_kin_prompt_4,acc,0.3928,0.0153
afrisenti_kin_prompt_4,f1,0.2597,
afrisenti_kin_prompt_5,acc,0.3723,0.0151
afrisenti_kin_prompt_5,f1,0.3020,
afrisenti_orm_prompt_1,acc,0.2199,0.0090
afrisenti_orm_prompt_1,f1,0.0803,
afrisenti_orm_prompt_2,acc,0.2257,0.0091
afrisenti_orm_prompt_2,f1,0.0984,
afrisenti_orm_prompt_3,acc,0.4194,0.0108
afrisenti_orm_prompt_3,f1,0.3327,
afrisenti_orm_prompt_4,acc,0.4232,0.0108
afrisenti_orm_prompt_4,f1,0.3042,
afrisenti_orm_prompt_5,acc,0.3449,0.0104
afrisenti_orm_prompt_5,f1,0.2503,
afrisenti_pcm_prompt_1,acc,0.3365,0.0073
afrisenti_pcm_prompt_1,f1,0.1811,
afrisenti_pcm_prompt_2,acc,0.3368,0.0073
afrisenti_pcm_prompt_2,f1,0.1703,
afrisenti_pcm_prompt_3,acc,0.4324,0.0077
afrisenti_pcm_prompt_3,f1,0.4951,
afrisenti_pcm_prompt_4,acc,0.2188,0.0064
afrisenti_pcm_prompt_4,f1,0.2269,
afrisenti_pcm_prompt_5,acc,0.6981,0.0071
afrisenti_pcm_prompt_5,f1,0.6693,
afrisenti_por_prompt_1,acc,0.1764,0.0063
afrisenti_por_prompt_1,f1,0.0607,
afrisenti_por_prompt_2,acc,0.1739,0.0063
afrisenti_por_prompt_2,f1,0.0557,
afrisenti_por_prompt_3,acc,0.6685,0.0078
afrisenti_por_prompt_3,f1,0.6613,
afrisenti_por_prompt_4,acc,0.6824,0.0077
afrisenti_por_prompt_4,f1,0.6742,
afrisenti_por_prompt_5,acc,0.3452,0.0079
afrisenti_por_prompt_5,f1,0.2429,
afrisenti_swa_prompt_1,acc,0.3115,0.0169
afrisenti_swa_prompt_1,f1,0.1778,
afrisenti_swa_prompt_2,acc,0.3489,0.0174
afrisenti_swa_prompt_2,f1,0.2803,
afrisenti_swa_prompt_3,acc,0.5027,0.0183
afrisenti_swa_prompt_3,f1,0.4831,
afrisenti_swa_prompt_4,acc,0.5842,0.0180
afrisenti_swa_prompt_4,f1,0.5052,
afrisenti_swa_prompt_5,acc,0.3449,0.0174
afrisenti_swa_prompt_5,f1,0.3495,
afrisenti_tir_prompt_1,acc,0.3220,0.0105
afrisenti_tir_prompt_1,f1,0.1575,
afrisenti_tir_prompt_2,acc,0.3300,0.0105
afrisenti_tir_prompt_2,f1,0.2143,
afrisenti_tir_prompt_3,acc,0.1935,0.0088
afrisenti_tir_prompt_3,f1,0.0627,
afrisenti_tir_prompt_4,acc,0.1940,0.0088
afrisenti_tir_prompt_4,f1,0.0674,
afrisenti_tir_prompt_5,acc,0.4975,0.0112
afrisenti_tir_prompt_5,f1,0.3761,
afrisenti_tso_prompt_1,acc,0.4803,0.0314
afrisenti_tso_prompt_1,f1,0.3226,
afrisenti_tso_prompt_2,acc,0.4764,0.0314
afrisenti_tso_prompt_2,f1,0.3074,
afrisenti_tso_prompt_3,acc,0.1969,0.0250
afrisenti_tso_prompt_3,f1,0.1036,
afrisenti_tso_prompt_4,acc,0.1969,0.0250
afrisenti_tso_prompt_4,f1,0.1342,
afrisenti_tso_prompt_5,acc,0.4567,0.0313
afrisenti_tso_prompt_5,f1,0.4293,
afrisenti_twi_prompt_1,acc,0.4658,0.0162
afrisenti_twi_prompt_1,f1,0.3077,
afrisenti_twi_prompt_2,acc,0.4721,0.0162
afrisenti_twi_prompt_2,f1,0.3041,
afrisenti_twi_prompt_3,acc,0.1749,0.0123
afrisenti_twi_prompt_3,f1,0.0897,
afrisenti_twi_prompt_4,acc,0.1686,0.0122
afrisenti_twi_prompt_4,f1,0.0776,
afrisenti_twi_prompt_5,acc,0.4268,0.0161
afrisenti_twi_prompt_5,f1,0.4379,
afrisenti_yor_prompt_1,acc,0.4297,0.0074
afrisenti_yor_prompt_1,f1,0.2712,
afrisenti_yor_prompt_2,acc,0.4255,0.0074
afrisenti_yor_prompt_2,f1,0.2552,
afrisenti_yor_prompt_3,acc,0.3934,0.0073
afrisenti_yor_prompt_3,f1,0.3189,
afrisenti_yor_prompt_4,acc,0.3672,0.0072
afrisenti_yor_prompt_4,f1,0.2276,
afrisenti_yor_prompt_5,acc,0.4131,0.0073
afrisenti_yor_prompt_5,f1,0.3402,
