|             Tasks             |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                               |       |none  |     0|f1    |↑  |0.2659|±  |   N/A|
|afrixnli_translate_sna_prompt_4|      1|none  |     0|acc   |↑  |0.4017|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3240|±  |   N/A|
|afrixnli_translate_sna_prompt_5|      1|none  |     0|acc   |↑  |0.4083|±  |0.0201|
|                               |       |none  |     0|f1    |↑  |0.3279|±  |   N/A|
|afrixnli_translate_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_sot_prompt_2|      1|none  |     0|acc   |↑  |0.5550|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.5568|±  |   N/A|
|afrixnli_translate_sot_prompt_3|      1|none  |     0|acc   |↑  |0.4100|±  |0.0201|
|                               |       |none  |     0|f1    |↑  |0.3384|±  |   N/A|
|afrixnli_translate_sot_prompt_4|      1|none  |     0|acc   |↑  |0.4833|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4621|±  |   N/A|
|afrixnli_translate_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3833|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.3030|±  |   N/A|
|afrixnli_translate_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_swa_prompt_2|      1|none  |     0|acc   |↑  |0.5717|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.5748|±  |   N/A|
|afrixnli_translate_swa_prompt_3|      1|none  |     0|acc   |↑  |0.4833|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.4596|±  |   N/A|
|afrixnli_translate_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2719|±  |   N/A|
|afrixnli_translate_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3933|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3145|±  |   N/A|
|afrixnli_translate_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4550|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.4484|±  |   N/A|
|afrixnli_translate_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3850|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.3587|±  |   N/A|
|afrixnli_translate_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3633|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.2916|±  |   N/A|
|afrixnli_translate_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3767|±  |0.0198|
|                               |       |none  |     0|f1    |↑  |0.2939|±  |   N/A|
|afrixnli_translate_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3800|±  |0.0198|
|                               |       |none  |     0|f1    |↑  |0.3405|±  |   N/A|
|afrixnli_translate_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2726|±  |   N/A|
|afrixnli_translate_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3417|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.3096|±  |   N/A|
|afrixnli_translate_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2293|±  |   N/A|
|afrixnli_translate_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_xho_prompt_2|      1|none  |     0|acc   |↑  |0.5467|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.5507|±  |   N/A|
|afrixnli_translate_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3867|±  |0.0199|
|                               |       |none  |     0|f1    |↑  |0.3186|±  |   N/A|
|afrixnli_translate_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3533|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2823|±  |   N/A|
|afrixnli_translate_xho_prompt_5|      1|none  |     0|acc   |↑  |0.4017|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3113|±  |   N/A|
|afrixnli_translate_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_yor_prompt_2|      1|none  |     0|acc   |↑  |0.5067|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.5079|±  |   N/A|
|afrixnli_translate_yor_prompt_3|      1|none  |     0|acc   |↑  |0.4033|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3266|±  |   N/A|
|afrixnli_translate_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3950|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3411|±  |   N/A|
|afrixnli_translate_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3683|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.3027|±  |   N/A|
|afrixnli_translate_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_zul_prompt_2|      1|none  |     0|acc   |↑  |0.5283|±  |0.0204|
|                               |       |none  |     0|f1    |↑  |0.5341|±  |   N/A|
|afrixnli_translate_zul_prompt_3|      1|none  |     0|acc   |↑  |0.4017|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3423|±  |   N/A|
|afrixnli_translate_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3517|±  |0.0195|
|                               |       |none  |     0|f1    |↑  |0.2755|±  |   N/A|
|afrixnli_translate_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3783|±  |0.0198|
|                               |       |none  |     0|f1    |↑  |0.2842|±  |   N/A|
