,B_COUNTRY_ALPHA,B_COUNTRY,LNGE_ISO,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q196,Q197,Q198,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
24,ZWE,716,sn,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,9.0,6.0,10.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0
25,ZWE,716,sn,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
26,ZWE,716,sn,1.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,10.0,10.0,9.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0
27,ZWE,716,en,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,6.0,3.0,8.0,7.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0
28,ZWE,716,sn,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0
29,ZWE,716,sn,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,10.0,10.0,9.0,6.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,-1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0
30,ZWE,716,sn,1.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,-1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,7.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
31,ZWE,716,en,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,10.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0
32,ZWE,716,sn,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0
33,ZWE,716,sn,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,7.0,5.0,1.0,4.0,4.0,4.0,4.0,-1.0,-1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0
34,ZWE,716,en,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,8.0,7.0,6.0,9.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0
35,ZWE,716,en,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,9.0,10.0,9.0,8.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0
36,ZWE,716,en,1.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,5.0,9.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0
37,ZWE,716,sn,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0
38,ZWE,716,sn,1.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,10.0,8.0,10.0,10.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0
39,ZWE,716,en,4.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,9.0,7.0,8.0,5.0,6.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0
40,ZWE,716,en,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,8.0,6.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41,ZWE,716,sn,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,7.0,6.0,2.0,5.0,9.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0
42,ZWE,716,en,1.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,7.0,7.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
43,ZWE,716,sn,1.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,10.0,5.0,5.0,8.0,10.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,ZWE,716,en,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,10.0,10.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0
45,ZWE,716,sn,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,10.0,7.0,5.0,5.0,6.0,1.0,1.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,ZWE,716,nd,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,10.0,5.0,4.0,1.0,10.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,-1.0,1.0,1.0,4.0,4.0,3.0,3.0
47,ZWE,716,en,1.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,10.0,8.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
48,ZWE,716,en,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,10.0,9.0,3.0,5.0,3.0,-2.0,4.0,4.0,4.0,1.0,2.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,1.0
49,ZWE,716,nd,2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,10.0,10.0,1.0,9.0,10.0,1.0,4.0,1.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
50,ZWE,716,sn,1.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,-1.0,3.0,4.0,10.0,10.0,5.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0
51,ZWE,716,en,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,10.0,10.0,1.0,9.0,10.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0
52,ZWE,716,en,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0
53,ZWE,716,en,1.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,10.0,10.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0
54,ZWE,716,sn,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,8.0,1.0,8.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0
55,ZWE,716,en,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,7.0,1.0,8.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0
56,ZWE,716,en,2.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,10.0,10.0,10.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0
57,ZWE,716,sn,1.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,10.0,10.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0
58,ZWE,716,en,1.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0
59,ZWE,716,sn,1.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,10.0,10.0,2.0,10.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0
60,ZWE,716,sn,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0
61,ZWE,716,sn,1.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,9.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0
62,ZWE,716,en,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,9.0,10.0,10.0,10.0,10.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0
63,ZWE,716,sn,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,10.0,10.0,1.0,5.0,10.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
