Tasks,Metric,Value,Stderr
afrimmlu_direct_swa_prompt_2,f1,0.3385,
afrimmlu_direct_swa_prompt_3,acc,0.3360,0.0211
afrimmlu_direct_swa_prompt_3,f1,0.3350,
afrimmlu_direct_swa_prompt_4,acc,0.3460,0.0213
afrimmlu_direct_swa_prompt_4,f1,0.3456,
afrimmlu_direct_swa_prompt_5,acc,0.3240,0.0210
afrimmlu_direct_swa_prompt_5,f1,0.3203,
afrimmlu_direct_twi_prompt_1,acc,0.3220,0.0209
afrimmlu_direct_twi_prompt_1,f1,0.3241,
afrimmlu_direct_twi_prompt_2,acc,0.2660,0.0198
afrimmlu_direct_twi_prompt_2,f1,0.2675,
afrimmlu_direct_twi_prompt_3,acc,0.2840,0.0202
afrimmlu_direct_twi_prompt_3,f1,0.2865,
afrimmlu_direct_twi_prompt_4,acc,0.2940,0.0204
afrimmlu_direct_twi_prompt_4,f1,0.2946,
afrimmlu_direct_twi_prompt_5,acc,0.2740,0.0200
afrimmlu_direct_twi_prompt_5,f1,0.2759,
afrimmlu_direct_wol_prompt_1,acc,0.3220,0.0209
afrimmlu_direct_wol_prompt_1,f1,0.3213,
afrimmlu_direct_wol_prompt_2,acc,0.3000,0.0205
afrimmlu_direct_wol_prompt_2,f1,0.3013,
afrimmlu_direct_wol_prompt_3,acc,0.3160,0.0208
afrimmlu_direct_wol_prompt_3,f1,0.3157,
afrimmlu_direct_wol_prompt_4,acc,0.2960,0.0204
afrimmlu_direct_wol_prompt_4,f1,0.2944,
afrimmlu_direct_wol_prompt_5,acc,0.3160,0.0208
afrimmlu_direct_wol_prompt_5,f1,0.3167,
afrimmlu_direct_xho_prompt_1,acc,0.3000,0.0205
afrimmlu_direct_xho_prompt_1,f1,0.3035,
afrimmlu_direct_xho_prompt_2,acc,0.2720,0.0199
afrimmlu_direct_xho_prompt_2,f1,0.2723,
afrimmlu_direct_xho_prompt_3,acc,0.2680,0.0198
afrimmlu_direct_xho_prompt_3,f1,0.2686,
afrimmlu_direct_xho_prompt_4,acc,0.2940,0.0204
afrimmlu_direct_xho_prompt_4,f1,0.2950,
afrimmlu_direct_xho_prompt_5,acc,0.2660,0.0198
afrimmlu_direct_xho_prompt_5,f1,0.2665,
afrimmlu_direct_yor_prompt_1,acc,0.3080,0.0207
afrimmlu_direct_yor_prompt_1,f1,0.3092,
afrimmlu_direct_yor_prompt_2,acc,0.3100,0.0207
afrimmlu_direct_yor_prompt_2,f1,0.3114,
afrimmlu_direct_yor_prompt_3,acc,0.2980,0.0205
afrimmlu_direct_yor_prompt_3,f1,0.2991,
afrimmlu_direct_yor_prompt_4,acc,0.3260,0.0210
afrimmlu_direct_yor_prompt_4,f1,0.3263,
afrimmlu_direct_yor_prompt_5,acc,0.2980,0.0205
afrimmlu_direct_yor_prompt_5,f1,0.2988,
afrimmlu_direct_zul_prompt_1,acc,0.3020,0.0206
afrimmlu_direct_zul_prompt_1,f1,0.3032,
afrimmlu_direct_zul_prompt_2,acc,0.3040,0.0206
afrimmlu_direct_zul_prompt_2,f1,0.3044,
afrimmlu_direct_zul_prompt_3,acc,0.2820,0.0201
afrimmlu_direct_zul_prompt_3,f1,0.2831,
afrimmlu_direct_zul_prompt_4,acc,0.3140,0.0208
afrimmlu_direct_zul_prompt_4,f1,0.3129,
afrimmlu_direct_zul_prompt_5,acc,0.3080,0.0207
afrimmlu_direct_zul_prompt_5,f1,0.3094,
