Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3417,0.0194
afrixnli_wol_prompt_2,f1,0.2968,
afrixnli_wol_prompt_3,acc,0.3433,0.0194
afrixnli_wol_prompt_3,f1,0.3197,
afrixnli_wol_prompt_4,acc,0.3283,0.0192
afrixnli_wol_prompt_4,f1,0.3078,
afrixnli_wol_prompt_5,acc,0.3083,0.0189
afrixnli_wol_prompt_5,f1,0.2570,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3500,0.0195
afrixnli_xho_prompt_2,f1,0.2588,
afrixnli_xho_prompt_3,acc,0.3300,0.0192
afrixnli_xho_prompt_3,f1,0.2870,
afrixnli_xho_prompt_4,acc,0.3233,0.0191
afrixnli_xho_prompt_4,f1,0.2798,
afrixnli_xho_prompt_5,acc,0.3500,0.0195
afrixnli_xho_prompt_5,f1,0.2669,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.3883,0.0199
afrixnli_yor_prompt_2,f1,0.3185,
afrixnli_yor_prompt_3,acc,0.3283,0.0192
afrixnli_yor_prompt_3,f1,0.2984,
afrixnli_yor_prompt_4,acc,0.3433,0.0194
afrixnli_yor_prompt_4,f1,0.2874,
afrixnli_yor_prompt_5,acc,0.3433,0.0194
afrixnli_yor_prompt_5,f1,0.2384,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3300,0.0192
afrixnli_zul_prompt_2,f1,0.2322,
afrixnli_zul_prompt_3,acc,0.3300,0.0192
afrixnli_zul_prompt_3,f1,0.2669,
afrixnli_zul_prompt_4,acc,0.3333,0.0193
afrixnli_zul_prompt_4,f1,0.2760,
afrixnli_zul_prompt_5,acc,0.3317,0.0192
afrixnli_zul_prompt_5,f1,0.2608,
