Tasks,Metric,Value,Stderr
afrimmlu_direct_swa_prompt_5,f1,0.2510,
afrimmlu_direct_twi_prompt_1,acc,0.2380,0.0191
afrimmlu_direct_twi_prompt_1,f1,0.2368,
afrimmlu_direct_twi_prompt_2,acc,0.2360,0.0190
afrimmlu_direct_twi_prompt_2,f1,0.2335,
afrimmlu_direct_twi_prompt_3,acc,0.2440,0.0192
afrimmlu_direct_twi_prompt_3,f1,0.2411,
afrimmlu_direct_twi_prompt_4,acc,0.2380,0.0191
afrimmlu_direct_twi_prompt_4,f1,0.2362,
afrimmlu_direct_twi_prompt_5,acc,0.2380,0.0191
afrimmlu_direct_twi_prompt_5,f1,0.2365,
afrimmlu_direct_wol_prompt_1,acc,0.2340,0.0190
afrimmlu_direct_wol_prompt_1,f1,0.2334,
afrimmlu_direct_wol_prompt_2,acc,0.2420,0.0192
afrimmlu_direct_wol_prompt_2,f1,0.2317,
afrimmlu_direct_wol_prompt_3,acc,0.2240,0.0187
afrimmlu_direct_wol_prompt_3,f1,0.2221,
afrimmlu_direct_wol_prompt_4,acc,0.2300,0.0188
afrimmlu_direct_wol_prompt_4,f1,0.2237,
afrimmlu_direct_wol_prompt_5,acc,0.2220,0.0186
afrimmlu_direct_wol_prompt_5,f1,0.2173,
afrimmlu_direct_xho_prompt_1,acc,0.2180,0.0185
afrimmlu_direct_xho_prompt_1,f1,0.2184,
afrimmlu_direct_xho_prompt_2,acc,0.2060,0.0181
afrimmlu_direct_xho_prompt_2,f1,0.2012,
afrimmlu_direct_xho_prompt_3,acc,0.2080,0.0182
afrimmlu_direct_xho_prompt_3,f1,0.2037,
afrimmlu_direct_xho_prompt_4,acc,0.2060,0.0181
afrimmlu_direct_xho_prompt_4,f1,0.2041,
afrimmlu_direct_xho_prompt_5,acc,0.1980,0.0178
afrimmlu_direct_xho_prompt_5,f1,0.2010,
afrimmlu_direct_yor_prompt_1,acc,0.2580,0.0196
afrimmlu_direct_yor_prompt_1,f1,0.2566,
afrimmlu_direct_yor_prompt_2,acc,0.2500,0.0194
afrimmlu_direct_yor_prompt_2,f1,0.2462,
afrimmlu_direct_yor_prompt_3,acc,0.2720,0.0199
afrimmlu_direct_yor_prompt_3,f1,0.2683,
afrimmlu_direct_yor_prompt_4,acc,0.2540,0.0195
afrimmlu_direct_yor_prompt_4,f1,0.2517,
afrimmlu_direct_yor_prompt_5,acc,0.2760,0.0200
afrimmlu_direct_yor_prompt_5,f1,0.2739,
afrimmlu_direct_zul_prompt_1,acc,0.2240,0.0187
afrimmlu_direct_zul_prompt_1,f1,0.2195,
afrimmlu_direct_zul_prompt_2,acc,0.2360,0.0190
afrimmlu_direct_zul_prompt_2,f1,0.2330,
afrimmlu_direct_zul_prompt_3,acc,0.2220,0.0186
afrimmlu_direct_zul_prompt_3,f1,0.2190,
afrimmlu_direct_zul_prompt_4,acc,0.2220,0.0186
afrimmlu_direct_zul_prompt_4,f1,0.2179,
afrimmlu_direct_zul_prompt_5,acc,0.2300,0.0188
afrimmlu_direct_zul_prompt_5,f1,0.2289,
