|           Tasks            |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                            |       |none  |     0|f1    |↑  |0.2251|±  |   N/A|
|afrimmlu_direct_ewe_prompt_3|      1|none  |     0|acc   |↑  |0.2680|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2604|±  |   N/A|
|afrimmlu_direct_ewe_prompt_4|      1|none  |     0|acc   |↑  |0.2680|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2556|±  |   N/A|
|afrimmlu_direct_ewe_prompt_5|      1|none  |     0|acc   |↑  |0.2700|±  |0.0199|
|                            |       |none  |     0|f1    |↑  |0.2537|±  |   N/A|
|afrimmlu_direct_fra_prompt_1|      1|none  |     0|acc   |↑  |0.3680|±  |0.0216|
|                            |       |none  |     0|f1    |↑  |0.3684|±  |   N/A|
|afrimmlu_direct_fra_prompt_2|      1|none  |     0|acc   |↑  |0.3520|±  |0.0214|
|                            |       |none  |     0|f1    |↑  |0.3539|±  |   N/A|
|afrimmlu_direct_fra_prompt_3|      1|none  |     0|acc   |↑  |0.3500|±  |0.0214|
|                            |       |none  |     0|f1    |↑  |0.3516|±  |   N/A|
|afrimmlu_direct_fra_prompt_4|      1|none  |     0|acc   |↑  |0.3640|±  |0.0215|
|                            |       |none  |     0|f1    |↑  |0.3643|±  |   N/A|
|afrimmlu_direct_fra_prompt_5|      1|none  |     0|acc   |↑  |0.3560|±  |0.0214|
|                            |       |none  |     0|f1    |↑  |0.3563|±  |   N/A|
|afrimmlu_direct_hau_prompt_1|      1|none  |     0|acc   |↑  |0.2540|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2414|±  |   N/A|
|afrimmlu_direct_hau_prompt_2|      1|none  |     0|acc   |↑  |0.2520|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2302|±  |   N/A|
|afrimmlu_direct_hau_prompt_3|      1|none  |     0|acc   |↑  |0.2720|±  |0.0199|
|                            |       |none  |     0|f1    |↑  |0.2633|±  |   N/A|
|afrimmlu_direct_hau_prompt_4|      1|none  |     0|acc   |↑  |0.2340|±  |0.0190|
|                            |       |none  |     0|f1    |↑  |0.2148|±  |   N/A|
|afrimmlu_direct_hau_prompt_5|      1|none  |     0|acc   |↑  |0.2300|±  |0.0188|
|                            |       |none  |     0|f1    |↑  |0.2097|±  |   N/A|
|afrimmlu_direct_ibo_prompt_1|      1|none  |     0|acc   |↑  |0.2600|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2542|±  |   N/A|
|afrimmlu_direct_ibo_prompt_2|      1|none  |     0|acc   |↑  |0.2740|±  |0.0200|
|                            |       |none  |     0|f1    |↑  |0.2597|±  |   N/A|
|afrimmlu_direct_ibo_prompt_3|      1|none  |     0|acc   |↑  |0.2580|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2471|±  |   N/A|
|afrimmlu_direct_ibo_prompt_4|      1|none  |     0|acc   |↑  |0.2560|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2427|±  |   N/A|
|afrimmlu_direct_ibo_prompt_5|      1|none  |     0|acc   |↑  |0.2680|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2577|±  |   N/A|
|afrimmlu_direct_kin_prompt_1|      1|none  |     0|acc   |↑  |0.2520|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2484|±  |   N/A|
|afrimmlu_direct_kin_prompt_2|      1|none  |     0|acc   |↑  |0.2320|±  |0.0189|
|                            |       |none  |     0|f1    |↑  |0.2252|±  |   N/A|
|afrimmlu_direct_kin_prompt_3|      1|none  |     0|acc   |↑  |0.2540|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2486|±  |   N/A|
|afrimmlu_direct_kin_prompt_4|      1|none  |     0|acc   |↑  |0.2400|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2273|±  |   N/A|
|afrimmlu_direct_kin_prompt_5|      1|none  |     0|acc   |↑  |0.2520|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2427|±  |   N/A|
|afrimmlu_direct_lin_prompt_1|      1|none  |     0|acc   |↑  |0.2580|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2528|±  |   N/A|
|afrimmlu_direct_lin_prompt_2|      1|none  |     0|acc   |↑  |0.2560|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2480|±  |   N/A|
|afrimmlu_direct_lin_prompt_3|      1|none  |     0|acc   |↑  |0.2440|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2392|±  |   N/A|
|afrimmlu_direct_lin_prompt_4|      1|none  |     0|acc   |↑  |0.2640|±  |0.0197|
|                            |       |none  |     0|f1    |↑  |0.2589|±  |   N/A|
|afrimmlu_direct_lin_prompt_5|      1|none  |     0|acc   |↑  |0.2500|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2429|±  |   N/A|
|afrimmlu_direct_lug_prompt_1|      1|none  |     0|acc   |↑  |0.2700|±  |0.0199|
|                            |       |none  |     0|f1    |↑  |0.2618|±  |   N/A|
|afrimmlu_direct_lug_prompt_2|      1|none  |     0|acc   |↑  |0.2360|±  |0.0190|
|                            |       |none  |     0|f1    |↑  |0.2190|±  |   N/A|
|afrimmlu_direct_lug_prompt_3|      1|none  |     0|acc   |↑  |0.2520|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2517|±  |   N/A|
|afrimmlu_direct_lug_prompt_4|      1|none  |     0|acc   |↑  |0.2240|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2134|±  |   N/A|
|afrimmlu_direct_lug_prompt_5|      1|none  |     0|acc   |↑  |0.2500|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2404|±  |   N/A|
|afrimmlu_direct_orm_prompt_1|      1|none  |     0|acc   |↑  |0.2760|±  |0.0200|
|                            |       |none  |     0|f1    |↑  |0.2621|±  |   N/A|
|afrimmlu_direct_orm_prompt_2|      1|none  |     0|acc   |↑  |0.2580|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2318|±  |   N/A|
|afrimmlu_direct_orm_prompt_3|      1|none  |     0|acc   |↑  |0.2620|±  |0.0197|
|                            |       |none  |     0|f1    |↑  |0.2524|±  |   N/A|
|afrimmlu_direct_orm_prompt_4|      1|none  |     0|acc   |↑  |0.2260|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2113|±  |   N/A|
|afrimmlu_direct_orm_prompt_5|      1|none  |     0|acc   |↑  |0.2500|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2363|±  |   N/A|
|afrimmlu_direct_sna_prompt_1|      1|none  |     0|acc   |↑  |0.2680|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2658|±  |   N/A|
|afrimmlu_direct_sna_prompt_2|      1|none  |     0|acc   |↑  |0.2440|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2377|±  |   N/A|
|afrimmlu_direct_sna_prompt_3|      1|none  |     0|acc   |↑  |0.2760|±  |0.0200|
|                            |       |none  |     0|f1    |↑  |0.2744|±  |   N/A|
|afrimmlu_direct_sna_prompt_4|      1|none  |     0|acc   |↑  |0.2580|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2547|±  |   N/A|
|afrimmlu_direct_sna_prompt_5|      1|none  |     0|acc   |↑  |0.2400|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2345|±  |   N/A|
|afrimmlu_direct_sot_prompt_1|      1|none  |     0|acc   |↑  |0.2760|±  |0.0200|
|                            |       |none  |     0|f1    |↑  |0.2713|±  |   N/A|
|afrimmlu_direct_sot_prompt_2|      1|none  |     0|acc   |↑  |0.2540|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2386|±  |   N/A|
|afrimmlu_direct_sot_prompt_3|      1|none  |     0|acc   |↑  |0.2680|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2619|±  |   N/A|
|afrimmlu_direct_sot_prompt_4|      1|none  |     0|acc   |↑  |0.2400|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2266|±  |   N/A|
|afrimmlu_direct_sot_prompt_5|      1|none  |     0|acc   |↑  |0.2540|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2454|±  |   N/A|
|afrimmlu_direct_swa_prompt_1|      1|none  |     0|acc   |↑  |0.2360|±  |0.0190|
|                            |       |none  |     0|f1    |↑  |0.2169|±  |   N/A|
|afrimmlu_direct_swa_prompt_2|      1|none  |     0|acc   |↑  |0.2240|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2062|±  |   N/A|
|afrimmlu_direct_swa_prompt_3|      1|none  |     0|acc   |↑  |0.2340|±  |0.0190|
|                            |       |none  |     0|f1    |↑  |0.2207|±  |   N/A|
|afrimmlu_direct_swa_prompt_4|      1|none  |     0|acc   |↑  |0.2260|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2120|±  |   N/A|
|afrimmlu_direct_swa_prompt_5|      1|none  |     0|acc   |↑  |0.2480|±  |0.0193|
|                            |       |none  |     0|f1    |↑  |0.2319|±  |   N/A|
|afrimmlu_direct_twi_prompt_1|      1|none  |     0|acc   |↑  |0.2600|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2495|±  |   N/A|
|afrimmlu_direct_twi_prompt_2|      1|none  |     0|acc   |↑  |0.2380|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2277|±  |   N/A|
|afrimmlu_direct_twi_prompt_3|      1|none  |     0|acc   |↑  |0.2240|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2158|±  |   N/A|
|afrimmlu_direct_twi_prompt_4|      1|none  |     0|acc   |↑  |0.2320|±  |0.0189|
|                            |       |none  |     0|f1    |↑  |0.2264|±  |   N/A|
|afrimmlu_direct_twi_prompt_5|      1|none  |     0|acc   |↑  |0.2240|±  |0.0187|
|                            |       |none  |     0|f1    |↑  |0.2142|±  |   N/A|
|afrimmlu_direct_wol_prompt_1|      1|none  |     0|acc   |↑  |0.2420|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2359|±  |   N/A|
|afrimmlu_direct_wol_prompt_2|      1|none  |     0|acc   |↑  |0.2180|±  |0.0185|
|                            |       |none  |     0|f1    |↑  |0.2068|±  |   N/A|
|afrimmlu_direct_wol_prompt_3|      1|none  |     0|acc   |↑  |0.2500|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2470|±  |   N/A|
|afrimmlu_direct_wol_prompt_4|      1|none  |     0|acc   |↑  |0.2400|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2294|±  |   N/A|
|afrimmlu_direct_wol_prompt_5|      1|none  |     0|acc   |↑  |0.2420|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2305|±  |   N/A|
|afrimmlu_direct_xho_prompt_1|      1|none  |     0|acc   |↑  |0.2600|±  |0.0196|
|                            |       |none  |     0|f1    |↑  |0.2510|±  |   N/A|
|afrimmlu_direct_xho_prompt_2|      1|none  |     0|acc   |↑  |0.2460|±  |0.0193|
|                            |       |none  |     0|f1    |↑  |0.2242|±  |   N/A|
|afrimmlu_direct_xho_prompt_3|      1|none  |     0|acc   |↑  |0.2620|±  |0.0197|
|                            |       |none  |     0|f1    |↑  |0.2500|±  |   N/A|
|afrimmlu_direct_xho_prompt_4|      1|none  |     0|acc   |↑  |0.2640|±  |0.0197|
|                            |       |none  |     0|f1    |↑  |0.2468|±  |   N/A|
|afrimmlu_direct_xho_prompt_5|      1|none  |     0|acc   |↑  |0.2660|±  |0.0198|
|                            |       |none  |     0|f1    |↑  |0.2528|±  |   N/A|
|afrimmlu_direct_yor_prompt_1|      1|none  |     0|acc   |↑  |0.2440|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2417|±  |   N/A|
|afrimmlu_direct_yor_prompt_2|      1|none  |     0|acc   |↑  |0.2460|±  |0.0193|
|                            |       |none  |     0|f1    |↑  |0.2362|±  |   N/A|
|afrimmlu_direct_yor_prompt_3|      1|none  |     0|acc   |↑  |0.2480|±  |0.0193|
|                            |       |none  |     0|f1    |↑  |0.2428|±  |   N/A|
|afrimmlu_direct_yor_prompt_4|      1|none  |     0|acc   |↑  |0.2520|±  |0.0194|
|                            |       |none  |     0|f1    |↑  |0.2463|±  |   N/A|
|afrimmlu_direct_yor_prompt_5|      1|none  |     0|acc   |↑  |0.2420|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2347|±  |   N/A|
|afrimmlu_direct_zul_prompt_1|      1|none  |     0|acc   |↑  |0.2460|±  |0.0193|
|                            |       |none  |     0|f1    |↑  |0.2330|±  |   N/A|
|afrimmlu_direct_zul_prompt_2|      1|none  |     0|acc   |↑  |0.2400|±  |0.0191|
|                            |       |none  |     0|f1    |↑  |0.2311|±  |   N/A|
|afrimmlu_direct_zul_prompt_3|      1|none  |     0|acc   |↑  |0.2620|±  |0.0197|
|                            |       |none  |     0|f1    |↑  |0.2528|±  |   N/A|
|afrimmlu_direct_zul_prompt_4|      1|none  |     0|acc   |↑  |0.2560|±  |0.0195|
|                            |       |none  |     0|f1    |↑  |0.2469|±  |   N/A|
|afrimmlu_direct_zul_prompt_5|      1|none  |     0|acc   |↑  |0.2440|±  |0.0192|
|                            |       |none  |     0|f1    |↑  |0.2341|±  |   N/A|
