|        Tasks        |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|afrixnli_lin_prompt_4|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2663|±  |   N/A|
|afrixnli_lin_prompt_5|      1|none  |     0|acc   |↑  |0.3417|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2187|±  |   N/A|
|afrixnli_lug_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_lug_prompt_2|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1740|±  |   N/A|
|afrixnli_lug_prompt_3|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1892|±  |   N/A|
|afrixnli_lug_prompt_4|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1811|±  |   N/A|
|afrixnli_lug_prompt_5|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1695|±  |   N/A|
|afrixnli_orm_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_orm_prompt_2|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2284|±  |   N/A|
|afrixnli_orm_prompt_3|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1739|±  |   N/A|
|afrixnli_orm_prompt_4|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1704|±  |   N/A|
|afrixnli_orm_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2240|±  |   N/A|
|afrixnli_sna_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_sna_prompt_2|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.1683|±  |   N/A|
|afrixnli_sna_prompt_3|      1|none  |     0|acc   |↑  |0.3383|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2161|±  |   N/A|
|afrixnli_sna_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2037|±  |   N/A|
|afrixnli_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1822|±  |   N/A|
|afrixnli_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_sot_prompt_2|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2335|±  |   N/A|
|afrixnli_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1756|±  |   N/A|
|afrixnli_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1756|±  |   N/A|
|afrixnli_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1780|±  |   N/A|
|afrixnli_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_swa_prompt_2|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.1960|±  |   N/A|
|afrixnli_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2240|±  |   N/A|
|afrixnli_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2240|±  |   N/A|
|afrixnli_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2189|±  |   N/A|
|afrixnli_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_twi_prompt_2|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.1712|±  |   N/A|
|afrixnli_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2635|±  |   N/A|
|afrixnli_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.2680|±  |   N/A|
|afrixnli_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3150|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.1802|±  |   N/A|
|afrixnli_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3433|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2967|±  |   N/A|
|afrixnli_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3483|±  |0.0195|
|                     |       |none  |     0|f1    |↑  |0.2553|±  |   N/A|
|afrixnli_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3633|±  |0.0197|
|                     |       |none  |     0|f1    |↑  |0.2893|±  |   N/A|
|afrixnli_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3733|±  |0.0198|
|                     |       |none  |     0|f1    |↑  |0.2779|±  |   N/A|
|afrixnli_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_xho_prompt_2|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.1994|±  |   N/A|
|afrixnli_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                     |       |none  |     0|f1    |↑  |0.2673|±  |   N/A|
|afrixnli_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3483|±  |0.0195|
|                     |       |none  |     0|f1    |↑  |0.2696|±  |   N/A|
|afrixnli_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3483|±  |0.0195|
|                     |       |none  |     0|f1    |↑  |0.2609|±  |   N/A|
|afrixnli_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_yor_prompt_2|      1|none  |     0|acc   |↑  |0.3183|±  |0.0190|
|                     |       |none  |     0|f1    |↑  |0.2545|±  |   N/A|
|afrixnli_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1815|±  |   N/A|
|afrixnli_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3317|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.1660|±  |   N/A|
|afrixnli_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3267|±  |0.0192|
|                     |       |none  |     0|f1    |↑  |0.2064|±  |   N/A|
|afrixnli_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                     |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_zul_prompt_2|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.1988|±  |   N/A|
|afrixnli_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2557|±  |   N/A|
|afrixnli_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3200|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2554|±  |   N/A|
|afrixnli_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3250|±  |0.0191|
|                     |       |none  |     0|f1    |↑  |0.2552|±  |   N/A|
