,B_COUNTRY_ALPHA,B_COUNTRY,LNGE_ISO,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q38,Q39,Q40,Q41,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q158,Q159,Q160,Q161,Q162,Q169,Q170,Q196,Q197,Q198,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
12,MAR,504,ar,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,10.0,9.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0
13,MAR,504,ar,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,7.0,7.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0
14,MAR,504,ar,1.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,10.0,7.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0
15,MAR,504,ar,1.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,9.0,9.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0
16,MAR,504,ar,1.0,1.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,10.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0
17,MAR,504,ar,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0
18,MAR,504,ar,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,7.0,5.0,5.0,8.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0
19,MAR,504,ar,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,10.0,10.0,6.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0
20,MAR,504,ar,2.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,8.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0
21,MAR,504,ar,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,8.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0
22,MAR,504,ar,3.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,8.0,5.0,8.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0
23,MAR,504,ar,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,10.0,10.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0
24,MAR,504,ar,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,8.0,5.0,6.0,10.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0
25,MAR,504,ar,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,6.0,6.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0
26,MAR,504,ar,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
27,MAR,504,ar,1.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,10.0,7.0,5.0,6.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
28,MAR,504,ar,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,10.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0
29,MAR,504,ar,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,7.0,5.0,5.0,6.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0
30,MAR,504,ar,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,8.0,6.0,8.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
31,MAR,504,ar,1.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0
32,MAR,504,ar,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,9.0,8.0,7.0,9.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
33,MAR,504,ar,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,10.0,10.0,1.0,10.0,10.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0
34,MAR,504,ar,1.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,7.0,10.0,6.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
35,MAR,504,ar,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,9.0,9.0,2.0,10.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0
36,MAR,504,ar,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0
37,MAR,504,ar,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0
38,MAR,504,ar,1.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,7.0,6.0,10.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
39,MAR,504,ar,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
40,MAR,504,ar,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,9.0,9.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
41,MAR,504,ar,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,7.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
42,MAR,504,ar,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0
43,MAR,504,ar,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,7.0,7.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
44,MAR,504,ar,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,7.0,8.0,8.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0
45,MAR,504,ar,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,7.0,8.0,7.0,6.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
46,MAR,504,ar,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,10.0,9.0,7.0,9.0,10.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
47,MAR,504,ar,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
48,MAR,504,ar,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,7.0,8.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
49,MAR,504,ar,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,10.0,10.0,9.0,10.0,9.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
50,MAR,504,ar,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
51,MAR,504,ar,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,7.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
52,MAR,504,ar,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,7.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
53,MAR,504,ar,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
54,MAR,504,ar,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
55,MAR,504,ar,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,8.0,6.0,9.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
56,MAR,504,ar,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,6.0,4.0,3.0,6.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
57,MAR,504,ar,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,7.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,MAR,504,ar,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,9.0,7.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
59,MAR,504,ar,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,8.0,7.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,MAR,504,ar,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,10.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
61,MAR,504,ar,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,8.0,10.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
62,MAR,504,ar,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,9.0,9.0,9.0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0
63,MAR,504,ar,1.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,8.0,10.0,9.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
64,MAR,504,ar,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,10.0,10.0,7.0,7.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0
