             Tasks             |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                               |       |none  |     0|f1    |↑  |0.2008|±  |   N/A|
|afrixnli_translate_sna_prompt_4|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.2095|±  |   N/A|
|afrixnli_translate_sna_prompt_5|      1|none  |     0|acc   |↑  |0.3683|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.2724|±  |   N/A|
|afrixnli_translate_sot_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_sot_prompt_2|      1|none  |     0|acc   |↑  |0.4067|±  |0.0201|
|                               |       |none  |     0|f1    |↑  |0.3777|±  |   N/A|
|afrixnli_translate_sot_prompt_3|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1755|±  |   N/A|
|afrixnli_translate_sot_prompt_4|      1|none  |     0|acc   |↑  |0.3367|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1856|±  |   N/A|
|afrixnli_translate_sot_prompt_5|      1|none  |     0|acc   |↑  |0.3633|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.2675|±  |   N/A|
|afrixnli_translate_swa_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_swa_prompt_2|      1|none  |     0|acc   |↑  |0.4400|±  |0.0203|
|                               |       |none  |     0|f1    |↑  |0.4152|±  |   N/A|
|afrixnli_translate_swa_prompt_3|      1|none  |     0|acc   |↑  |0.3400|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2030|±  |   N/A|
|afrixnli_translate_swa_prompt_4|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1954|±  |   N/A|
|afrixnli_translate_swa_prompt_5|      1|none  |     0|acc   |↑  |0.3583|±  |0.0196|
|                               |       |none  |     0|f1    |↑  |0.2735|±  |   N/A|
|afrixnli_translate_twi_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_twi_prompt_2|      1|none  |     0|acc   |↑  |0.3967|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3719|±  |   N/A|
|afrixnli_translate_twi_prompt_3|      1|none  |     0|acc   |↑  |0.3283|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2618|±  |   N/A|
|afrixnli_translate_twi_prompt_4|      1|none  |     0|acc   |↑  |0.3133|±  |0.0190|
|                               |       |none  |     0|f1    |↑  |0.2506|±  |   N/A|
|afrixnli_translate_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3633|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.2911|±  |   N/A|
|afrixnli_translate_wol_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_wol_prompt_2|      1|none  |     0|acc   |↑  |0.3700|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.3173|±  |   N/A|
|afrixnli_translate_wol_prompt_3|      1|none  |     0|acc   |↑  |0.3083|±  |0.0189|
|                               |       |none  |     0|f1    |↑  |0.2991|±  |   N/A|
|afrixnli_translate_wol_prompt_4|      1|none  |     0|acc   |↑  |0.3050|±  |0.0188|
|                               |       |none  |     0|f1    |↑  |0.2984|±  |   N/A|
|afrixnli_translate_wol_prompt_5|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2947|±  |   N/A|
|afrixnli_translate_xho_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_xho_prompt_2|      1|none  |     0|acc   |↑  |0.4283|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.4117|±  |   N/A|
|afrixnli_translate_xho_prompt_3|      1|none  |     0|acc   |↑  |0.3300|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2422|±  |   N/A|
|afrixnli_translate_xho_prompt_4|      1|none  |     0|acc   |↑  |0.3467|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2615|±  |   N/A|
|afrixnli_translate_xho_prompt_5|      1|none  |     0|acc   |↑  |0.3650|±  |0.0197|
|                               |       |none  |     0|f1    |↑  |0.2805|±  |   N/A|
|afrixnli_translate_yor_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4017|±  |0.0200|
|                               |       |none  |     0|f1    |↑  |0.3715|±  |   N/A|
|afrixnli_translate_yor_prompt_3|      1|none  |     0|acc   |↑  |0.3350|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1759|±  |   N/A|
|afrixnli_translate_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3417|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.1925|±  |   N/A|
|afrixnli_translate_yor_prompt_5|      1|none  |     0|acc   |↑  |0.3750|±  |0.0198|
|                               |       |none  |     0|f1    |↑  |0.2869|±  |   N/A|
|afrixnli_translate_zul_prompt_1|      1|none  |     0|acc   |↑  |0.3333|±  |0.0193|
|                               |       |none  |     0|f1    |↑  |0.1667|±  |   N/A|
|afrixnli_translate_zul_prompt_2|      1|none  |     0|acc   |↑  |0.4283|±  |0.0202|
|                               |       |none  |     0|f1    |↑  |0.4032|±  |   N/A|
|afrixnli_translate_zul_prompt_3|      1|none  |     0|acc   |↑  |0.3283|±  |0.0192|
|                               |       |none  |     0|f1    |↑  |0.2587|±  |   N/A|
|afrixnli_translate_zul_prompt_4|      1|none  |     0|acc   |↑  |0.3450|±  |0.0194|
|                               |       |none  |     0|f1    |↑  |0.2895|±  |   N/A|
|afrixnli_translate_zul_prompt_5|      1|none  |     0|acc   |↑  |0.3550|±  |0.0196|
|                               |       |none  |     0|f1    |↑  |0.2676|±  |   N/A|
