|        Tasks         |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|                      |       |none  |     0|f1    |↑  |0.0524|±  |   N/A|
|afrisenti_por_prompt_2|      1|none  |     0|acc   |↑  |0.1720|±  |0.0062|
|                      |       |none  |     0|f1    |↑  |0.0513|±  |   N/A|
|afrisenti_por_prompt_3|      1|none  |     0|acc   |↑  |0.5396|±  |0.0082|
|                      |       |none  |     0|f1    |↑  |0.5548|±  |   N/A|
|afrisenti_por_prompt_4|      1|none  |     0|acc   |↑  |0.6551|±  |0.0079|
|                      |       |none  |     0|f1    |↑  |0.6578|±  |   N/A|
|afrisenti_por_prompt_5|      1|none  |     0|acc   |↑  |0.4683|±  |0.0082|
|                      |       |none  |     0|f1    |↑  |0.4678|±  |   N/A|
|afrisenti_swa_prompt_1|      1|none  |     0|acc   |↑  |0.2995|±  |0.0168|
|                      |       |none  |     0|f1    |↑  |0.1380|±  |   N/A|
|afrisenti_swa_prompt_2|      1|none  |     0|acc   |↑  |0.2995|±  |0.0168|
|                      |       |none  |     0|f1    |↑  |0.1380|±  |   N/A|
|afrisenti_swa_prompt_3|      1|none  |     0|acc   |↑  |0.5174|±  |0.0183|
|                      |       |none  |     0|f1    |↑  |0.4975|±  |   N/A|
|afrisenti_swa_prompt_4|      1|none  |     0|acc   |↑  |0.5749|±  |0.0181|
|                      |       |none  |     0|f1    |↑  |0.5111|±  |   N/A|
|afrisenti_swa_prompt_5|      1|none  |     0|acc   |↑  |0.4078|±  |0.0180|
|                      |       |none  |     0|f1    |↑  |0.4121|±  |   N/A|
|afrisenti_tir_prompt_1|      1|none  |     0|acc   |↑  |0.3215|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.1564|±  |   N/A|
|afrisenti_tir_prompt_2|      1|none  |     0|acc   |↑  |0.3215|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.1564|±  |   N/A|
|afrisenti_tir_prompt_3|      1|none  |     0|acc   |↑  |0.2315|±  |0.0094|
|                      |       |none  |     0|f1    |↑  |0.1622|±  |   N/A|
|afrisenti_tir_prompt_4|      1|none  |     0|acc   |↑  |0.2260|±  |0.0094|
|                      |       |none  |     0|f1    |↑  |0.1412|±  |   N/A|
|afrisenti_tir_prompt_5|      1|none  |     0|acc   |↑  |0.3165|±  |0.0104|
|                      |       |none  |     0|f1    |↑  |0.2325|±  |   N/A|
|afrisenti_tso_prompt_1|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_2|      1|none  |     0|acc   |↑  |0.4764|±  |0.0314|
|                      |       |none  |     0|f1    |↑  |0.3074|±  |   N/A|
|afrisenti_tso_prompt_3|      1|none  |     0|acc   |↑  |0.3465|±  |0.0299|
|                      |       |none  |     0|f1    |↑  |0.3377|±  |   N/A|
|afrisenti_tso_prompt_4|      1|none  |     0|acc   |↑  |0.2283|±  |0.0264|
|                      |       |none  |     0|f1    |↑  |0.1748|±  |   N/A|
|afrisenti_tso_prompt_5|      1|none  |     0|acc   |↑  |0.4094|±  |0.0309|
|                      |       |none  |     0|f1    |↑  |0.3848|±  |   N/A|
|afrisenti_twi_prompt_1|      1|none  |     0|acc   |↑  |0.4742|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3051|±  |   N/A|
|afrisenti_twi_prompt_2|      1|none  |     0|acc   |↑  |0.4742|±  |0.0162|
|                      |       |none  |     0|f1    |↑  |0.3051|±  |   N/A|
|afrisenti_twi_prompt_3|      1|none  |     0|acc   |↑  |0.2993|±  |0.0149|
|                      |       |none  |     0|f1    |↑  |0.3023|±  |   N/A|
|afrisenti_twi_prompt_4|      1|none  |     0|acc   |↑  |0.2171|±  |0.0134|
|                      |       |none  |     0|f1    |↑  |0.1794|±  |   N/A|
|afrisenti_twi_prompt_5|      1|none  |     0|acc   |↑  |0.3562|±  |0.0156|
|                      |       |none  |     0|f1    |↑  |0.3669|±  |   N/A|
|afrisenti_yor_prompt_1|      1|none  |     0|acc   |↑  |0.4248|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.2533|±  |   N/A|
|afrisenti_yor_prompt_2|      1|none  |     0|acc   |↑  |0.4248|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.2533|±  |   N/A|
|afrisenti_yor_prompt_3|      1|none  |     0|acc   |↑  |0.4100|±  |0.0073|
|                      |       |none  |     0|f1    |↑  |0.3402|±  |   N/A|
|afrisenti_yor_prompt_4|      1|none  |     0|acc   |↑  |0.3843|±  |0.0072|
|                      |       |none  |     0|f1    |↑  |0.2496|±  |   N/A|
|afrisenti_yor_prompt_5|      1|none  |     0|acc   |↑  |0.4560|±  |0.0074|
|                      |       |none  |     0|f1    |↑  |0.4353|±  |   N/A|
