Tasks,Metric,Value,Stderr
afrixnli_wol_prompt_1,f1,0.1667,
afrixnli_wol_prompt_2,acc,0.3467,0.0194
afrixnli_wol_prompt_2,f1,0.2863,
afrixnli_wol_prompt_3,acc,0.3117,0.0189
afrixnli_wol_prompt_3,f1,0.2259,
afrixnli_wol_prompt_4,acc,0.3100,0.0189
afrixnli_wol_prompt_4,f1,0.1994,
afrixnli_wol_prompt_5,acc,0.3317,0.0192
afrixnli_wol_prompt_5,f1,0.2124,
afrixnli_xho_prompt_1,acc,0.3333,0.0193
afrixnli_xho_prompt_1,f1,0.1667,
afrixnli_xho_prompt_2,acc,0.3783,0.0198
afrixnli_xho_prompt_2,f1,0.3364,
afrixnli_xho_prompt_3,acc,0.3183,0.0190
afrixnli_xho_prompt_3,f1,0.1778,
afrixnli_xho_prompt_4,acc,0.3133,0.0190
afrixnli_xho_prompt_4,f1,0.1972,
afrixnli_xho_prompt_5,acc,0.3467,0.0194
afrixnli_xho_prompt_5,f1,0.2679,
afrixnli_yor_prompt_1,acc,0.3333,0.0193
afrixnli_yor_prompt_1,f1,0.1667,
afrixnli_yor_prompt_2,acc,0.4067,0.0201
afrixnli_yor_prompt_2,f1,0.3207,
afrixnli_yor_prompt_3,acc,0.3417,0.0194
afrixnli_yor_prompt_3,f1,0.2045,
afrixnli_yor_prompt_4,acc,0.3483,0.0195
afrixnli_yor_prompt_4,f1,0.2800,
afrixnli_yor_prompt_5,acc,0.3317,0.0192
afrixnli_yor_prompt_5,f1,0.1662,
afrixnli_zul_prompt_1,acc,0.3333,0.0193
afrixnli_zul_prompt_1,f1,0.1667,
afrixnli_zul_prompt_2,acc,0.3750,0.0198
afrixnli_zul_prompt_2,f1,0.3173,
afrixnli_zul_prompt_3,acc,0.3300,0.0192
afrixnli_zul_prompt_3,f1,0.1997,
afrixnli_zul_prompt_4,acc,0.3183,0.0190
afrixnli_zul_prompt_4,f1,0.2297,
afrixnli_zul_prompt_5,acc,0.3367,0.0193
afrixnli_zul_prompt_5,f1,0.2691,
